Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
# 1 SUITES,"760,000",613.55,"1,239",Jan-24,LORONG 20 GEYLANG,Resale,Strata,57,"13,333",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
10 EVELYN,"2,059,066",753.48,"2,733",Jan-24,EVELYN ROAD,New Sale,Strata,70,"29,415",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
SIMS RESIDENCES,"1,570,000","1,410.08","1,113",Jan-24,LORONG 39 GEYLANG,Resale,Strata,131,"11,985",-,Apartment,1,99 yrs lease commencing from 1997,14,Rest of Central Region,01 to 05
AVANT RESIDENCES,"680,000",452.09,"1,504",Jan-24,ALJUNIED ROAD,Resale,Strata,42,"16,190",-,Apartment,1,99 yrs lease commencing from 2012,14,Rest of Central Region,06 to 10
PENROSE,"918,000",473.62,"1,938",Jan-24,SIMS DRIVE,Sub Sale,Strata,44,"20,864",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,06 to 10
GEM RESIDENCES,"2,050,000","1,054.87","1,943",Jan-24,LORONG 5 TOA PAYOH,Resale,Strata,98,"20,918",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,11 to 15
EUHABITAT,"740,000",538.2,"1,375",Jan-24,JALAN EUNOS,Resale,Strata,50,"14,800",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
LE REGAL,"783,000",785.77,996,Jan-24,GEYLANG ROAD,Resale,Strata,73,"10,726",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE ARCADY AT BOON KENG,"1,316,000",527.44,"2,495",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,49,"26,857",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE ARCADY AT BOON KENG,"1,322,000",527.44,"2,506",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,49,"26,980",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE ARCADY AT BOON KENG,"1,676,000",667.37,"2,511",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"27,032",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE ARCADY AT BOON KENG,"1,328,000",527.44,"2,518",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,49,"27,102",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE ARCADY AT BOON KENG,"1,334,000",527.44,"2,529",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,49,"27,224",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"1,690,000",667.37,"2,532",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"27,258",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"1,340,000",527.44,"2,541",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,49,"27,347",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"2,648,000","1,087.16","2,436",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,101,"26,218",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"1,697,000",667.37,"2,543",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"27,371",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"1,346,000",527.44,"2,552",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,49,"27,469",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"1,725,000",678.13,"2,544",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,63,"27,381",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"2,929,000","1,194.8","2,451",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,111,"26,387",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"1,352,000",527.44,"2,563",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,49,"27,592",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"1,732,000",678.13,"2,554",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,63,"27,492",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"1,711,000",667.37,"2,564",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"27,597",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"1,358,000",527.44,"2,575",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,49,"27,714",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"1,739,000",678.13,"2,564",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,63,"27,603",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ARCADY AT BOON KENG,"1,718,000",667.37,"2,574",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"27,710",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"1,364,000",527.44,"2,586",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,49,"27,837",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"1,746,000",678.13,"2,575",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,63,"27,714",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"1,725,000",667.37,"2,585",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"27,823",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"1,987,000",764.24,"2,600",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,71,"27,986",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"1,370,000",527.44,"2,597",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,49,"27,959",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"1,968,000",764.24,"2,575",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,71,"27,718",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"1,376,000",527.44,"2,609",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,49,"28,082",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"3,006,000","1,194.8","2,516",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,111,"27,081",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"1,760,000",667.37,"2,637",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"28,387",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"2,458,000",968.76,"2,537",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,90,"27,311",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"1,788,000",678.13,"2,637",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,63,"28,381",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"1,767,000",667.37,"2,648",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"28,500",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"1,774,000",667.37,"2,658",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"28,613",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"2,478,000",968.76,"2,558",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,90,"27,533",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"1,802,000",678.13,"2,657",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,63,"28,603",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"1,809,000",678.13,"2,668",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,63,"28,714",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"2,498,000",968.76,"2,579",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,90,"27,756",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"1,816,000",678.13,"2,678",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,63,"28,825",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"1,802,000",667.37,"2,700",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"29,065",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
THE ARCADY AT BOON KENG,"3,303,000","1,280.92","2,579",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,119,"27,756",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
THE ARCADY AT BOON KENG,"1,816,000",667.37,"2,721",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"29,290",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
THE ARCADY AT BOON KENG,"1,844,000",678.13,"2,719",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,63,"29,270",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
GEM RESIDENCES,"2,035,000","1,054.87","1,929",Jan-24,LORONG 5 TOA PAYOH,Resale,Strata,98,"20,765",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"1,662,000",667.37,"2,490",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"26,806",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE ARCADY AT BOON KENG,"2,335,000",968.76,"2,410",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,90,"25,944",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"1,753,000",678.13,"2,585",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,63,"27,825",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"1,788,000",667.37,"2,679",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,62,"28,839",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE ARCADY AT BOON KENG,"3,105,000","1,194.8","2,599",Jan-24,SAINT BARNABAS LANE,New Sale,Strata,111,"27,973",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
THE WATERINA,"1,200,000",710.42,"1,689",Jan-24,LORONG 40 GEYLANG,Resale,Strata,66,"18,182",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
THE ARTE,"2,480,000","1,399.32","1,772",Jan-24,JALAN RAJA UDANG,Resale,Strata,130,"19,077",-,Condominium,1,Freehold,12,Rest of Central Region,11 to 15
VACANZA @ EAST,"1,288,888",807.3,"1,597",Jan-24,LENGKONG TUJOH,Resale,Strata,75,"17,185",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
LA MAISON,"2,400,000","1,270.15","1,890",Jan-24,MOULMEIN RISE,Resale,Strata,118,"20,339",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
EDENZ SUITES,"685,000",473.62,"1,446",Jan-24,LORONG 28 GEYLANG,Resale,Strata,44,"15,568",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE TRE VER,"1,430,000",699.66,"2,044",Jan-24,POTONG PASIR AVENUE 1,Sub Sale,Strata,65,"22,000",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
NOVENA LODGE,"1,685,000",785.77,"2,144",Jan-24,JALAN MERLIMAU,Resale,Strata,73,"23,082",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
EURO-ASIA PARK,"2,638,000","1,453.14","1,815",Jan-24,WOODLEIGH CLOSE,Resale,Strata,135,"19,541",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
ST MICHAEL REGENCY,"1,825,000","1,237.86","1,474",Jan-24,ST. MICHAEL'S ROAD,Resale,Strata,115,"15,870",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
SIMS EDGE,"750,000",409.03,"1,834",Jan-24,GEYLANG EAST AVENUE 2,Resale,Strata,38,"19,737",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
SUITES @ SHREWSBURY,"846,888",570.49,"1,484",Jan-24,SHREWSBURY ROAD,Resale,Strata,53,"15,979",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
ENCHANTÉ,"3,503,400","1,280.92","2,735",Jan-24,EVELYN ROAD,New Sale,Strata,119,"29,440",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
REGENT RESIDENCES,"780,000",409.03,"1,907",Jan-24,SERANGOON ROAD,Resale,Strata,38,"20,526",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
EUHABITAT,"750,000",548.96,"1,366",Jan-24,JALAN EUNOS,Resale,Strata,51,"14,706",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
KALLANG RIVERSIDE,"2,400,000",958,"2,505",Jan-24,KAMPONG BUGIS,Resale,Strata,89,"26,966",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
PENANG SERVICE APARTMENTS,"1,298,888","1,151.75","1,128",Jan-24,LORONG 34 GEYLANG,Resale,Strata,107,"12,139",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
WATERBANK AT DAKOTA,"2,500,000","1,431.61","1,746",Jan-24,DAKOTA CRESCENT,Resale,Strata,133,"18,797",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,01 to 05
RESIDENCES @ EVELYN,"3,758,000","1,539.25","2,441",Jan-24,EVELYN ROAD,Resale,Strata,143,"26,280",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
THE TRE VER,"1,408,888",699.66,"2,014",Jan-24,POTONG PASIR AVENUE 1,Sub Sale,Strata,65,"21,675",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
E MAISON,"2,550,000","1,636.13","1,559",Jan-24,BRADDELL ROAD,Resale,Strata,152,"16,776",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
GILSTEAD COURT,"2,650,000","1,388.56","1,908",Jan-24,GILSTEAD ROAD,Resale,Strata,129,"20,543",-,Condominium,1,Freehold,11,Core Central Region,-
35 GILSTEAD,"3,828,000","1,614.6","2,371",Jan-24,GILSTEAD ROAD,New Sale,Strata,150,"25,520",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
BALESTIER REGENCY,"2,118,888","1,474.67","1,437",Jan-24,JALAN AMPAS,Resale,Strata,137,"15,466",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
SENNETT RESIDENCE,"1,550,000",861.12,"1,800",Jan-24,PHENG GECK AVENUE,Resale,Strata,80,"19,375",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,11 to 15
CUBE 8,"1,038,000",559.73,"1,854",Jan-24,THOMSON ROAD,Resale,Strata,52,"19,962",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
CENTRA SUITES,"715,000",452.09,"1,582",Jan-24,LORONG 25A GEYLANG,Resale,Strata,42,"17,024",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE TRE VER,"1,320,000",699.66,"1,887",Jan-24,POTONG PASIR AVENUE 1,Sub Sale,Strata,65,"20,308",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
BARTLEY RIDGE,"1,880,000",968.76,"1,941",Jan-24,MOUNT VERNON ROAD,Resale,Strata,90,"20,889",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
WATTEN HOUSE,"12,236,000","3,412.19","3,576",Jan-24,SHELFORD ROAD,New Sale,Strata,317,"38,495","12,203,000",Condominium,1,Freehold,11,Core Central Region,01 to 05
AMANINDA,"1,200,000",678.13,"1,770",Jan-24,THOMSON ROAD,Resale,Strata,63,"19,048",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
VACANZA @ EAST,"1,150,000",882.65,"1,303",Jan-24,LENGKONG TUJOH,Resale,Strata,82,"14,024",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
PARC ESTA,"2,138,000",958,"2,232",Jan-24,SIMS AVENUE,Resale,Strata,89,"24,022",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
THE WATERINA,"2,500,000","1,313.21","1,904",Jan-24,LORONG 40 GEYLANG,Resale,Strata,122,"20,492",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
MILLAGE,"820,000",548.96,"1,494",Jan-24,CHANGI ROAD,Resale,Strata,51,"16,078",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
SANT RITZ,"883,000",527.44,"1,674",Jan-24,PHENG GECK AVENUE,Resale,Strata,49,"18,020",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
10 EVELYN,"2,288,000",807.3,"2,834",Jan-24,EVELYN ROAD,New Sale,Strata,75,"30,507",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
SIMS URBAN OASIS,"785,000",409.03,"1,919",Jan-24,SIMS DRIVE,Resale,Strata,38,"20,658",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
WATTEN HOUSE,"3,697,000","1,162.51","3,180",Jan-24,SHELFORD ROAD,New Sale,Strata,108,"34,231",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
WATTEN HOUSE,"3,718,000","1,162.51","3,198",Jan-24,SHELFORD ROAD,New Sale,Strata,108,"34,426",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THE TRE VER,"918,000",495.14,"1,854",Jan-24,POTONG PASIR AVENUE 1,Sub Sale,Strata,46,"19,957",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
THE WATERINA,"2,550,000","1,345.5","1,895",Jan-24,LORONG 40 GEYLANG,Resale,Strata,125,"20,400",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
ADRIA,"1,230,000",538.2,"2,285",Jan-24,DERBYSHIRE ROAD,Resale,Strata,50,"24,600",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
VETRO,"658,000",473.62,"1,389",Jan-24,MAR THOMA ROAD,Resale,Strata,44,"14,955",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,06 to 10
THE ARCADIA,"4,600,000","3,735.11","1,232",Jan-24,ARCADIA ROAD,Resale,Strata,347,"13,256",-,Condominium,1,99 yrs lease commencing from 1979,11,Core Central Region,06 to 10
EIGHT RIVERSUITES,"1,668,000",936.47,"1,781",Jan-24,WHAMPOA EAST,Resale,Strata,87,"19,172",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
NOVA 88,"1,300,000",914.94,"1,421",Jan-24,BHAMO ROAD,Resale,Strata,85,"15,294",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
OLEANDER TOWERS,"1,650,000","1,151.75","1,433",Jan-24,LORONG 1 TOA PAYOH,Resale,Strata,107,"15,421",-,Apartment,1,99 yrs lease commencing from 1995,12,Rest of Central Region,01 to 05
OLEANDER TOWERS,"1,680,000","1,151.75","1,459",Jan-24,LORONG 1 TOA PAYOH,Resale,Strata,107,"15,701",-,Apartment,1,99 yrs lease commencing from 1995,12,Rest of Central Region,06 to 10
ST MICHAEL'S PLACE,"1,728,000","1,259.39","1,372",Jan-24,JALAN TAMAN,Resale,Strata,117,"14,769",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,310,000",592.02,"2,213",Jan-24,BIDADARI PARK DRIVE,Sub Sale,Strata,55,"23,818",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
TREVISTA,"2,348,000","1,270.15","1,849",Jan-24,LORONG 3 TOA PAYOH,Resale,Strata,118,"19,898",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,26 to 30
ESCADA VIEW,"868,000",753.48,"1,152",Jan-24,LENGKONG EMPAT,Resale,Strata,70,"12,400",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
PRESTIGE HEIGHTS,"730,000",409.03,"1,785",Jan-24,BALESTIER ROAD,Resale,Strata,38,"19,211",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
NIN RESIDENCE,"820,000",473.62,"1,731",Jan-24,PHENG GECK AVENUE,Resale,Strata,44,"18,636",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,06 to 10
METRO LOFT,"800,000",570.49,"1,402",Jan-24,LORONG 27 GEYLANG,Resale,Strata,53,"15,094",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
PENROSE,"1,460,000",710.42,"2,055",Jan-24,SIMS DRIVE,Sub Sale,Strata,66,"22,121",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,11 to 15
THE AXIS,"1,300,000",753.48,"1,725",Jan-24,MANDALAY ROAD,Resale,Strata,70,"18,571",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
WATTEN HOUSE,"4,976,000","1,539.25","3,233",Jan-24,SHELFORD ROAD,New Sale,Strata,143,"34,797",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
PARC ESTA,"2,170,000","1,001.05","2,168",Jan-24,SIMS AVENUE,Resale,Strata,93,"23,333",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
