SORA Publication Date,SORA
04 Jan 2012,0.0275
05 Jan 2012,0.0362
06 Jan 2012,0.0705
09 Jan 2012,0.0931
10 Jan 2012,0.0443
11 Jan 2012,0.0382
12 Jan 2012,0.0310
13 Jan 2012,0.0226
16 Jan 2012,0.0309
17 Jan 2012,0.0301
18 Jan 2012,0.0405
19 Jan 2012,0.0378
20 Jan 2012,0.0610
25 Jan 2012,0.1179
26 Jan 2012,0.1191
27 Jan 2012,0.1212
30 Jan 2012,0.0653
31 Jan 2012,0.0945
01 Feb 2012,0.0937
02 Feb 2012,0.0864
03 Feb 2012,0.0913
06 Feb 2012,0.0260
07 Feb 2012,0.0306
08 Feb 2012,0.0252
09 Feb 2012,0.0413
10 Feb 2012,0.0294
13 Feb 2012,0.0381
14 Feb 2012,0.0228
15 Feb 2012,0.0465
16 Feb 2012,0.0407
17 Feb 2012,0.0444
20 Feb 2012,0.0216
21 Feb 2012,0.0170
22 Feb 2012,0.0310
23 Feb 2012,0.0238
24 Feb 2012,0.0251
27 Feb 2012,0.0232
28 Feb 2012,0.0234
29 Feb 2012,0.0368
01 Mar 2012,0.0517
02 Mar 2012,0.0520
05 Mar 2012,0.0580
06 Mar 2012,0.0609
07 Mar 2012,0.0313
08 Mar 2012,0.0375
09 Mar 2012,0.0338
12 Mar 2012,0.0314
13 Mar 2012,0.0273
14 Mar 2012,0.0349
15 Mar 2012,0.0374
16 Mar 2012,0.0476
19 Mar 2012,0.0646
20 Mar 2012,0.0935
21 Mar 2012,0.0564
22 Mar 2012,0.0427
23 Mar 2012,0.0263
26 Mar 2012,0.0216
27 Mar 2012,0.0253
28 Mar 2012,0.0317
29 Mar 2012,0.0603
30 Mar 2012,0.0426
02 Apr 2012,0.0367
03 Apr 2012,0.0386
04 Apr 2012,0.0200
05 Apr 2012,0.0301
09 Apr 2012,0.0206
10 Apr 2012,0.0308
11 Apr 2012,0.0183
12 Apr 2012,0.0235
13 Apr 2012,0.0248
16 Apr 2012,0.0292
17 Apr 2012,0.0240
18 Apr 2012,0.0227
19 Apr 2012,0.0330
20 Apr 2012,0.0258
23 Apr 2012,0.0196
24 Apr 2012,0.0266
25 Apr 2012,0.0271
26 Apr 2012,0.0428
27 Apr 2012,0.0482
30 Apr 2012,0.0510
02 May 2012,0.0779
03 May 2012,0.0873
04 May 2012,0.0912
07 May 2012,0.1657
08 May 2012,0.1077
09 May 2012,0.0577
10 May 2012,0.0271
11 May 2012,0.0298
14 May 2012,0.0467
15 May 2012,0.0615
16 May 2012,0.0576
17 May 2012,0.0430
18 May 2012,0.0336
21 May 2012,0.0439
22 May 2012,0.0257
23 May 2012,0.0375
24 May 2012,0.0342
25 May 2012,0.0385
28 May 2012,0.0465
29 May 2012,0.0370
30 May 2012,0.0504
31 May 2012,0.0444
01 Jun 2012,0.0482
04 Jun 2012,0.0319
05 Jun 2012,0.0278
06 Jun 2012,0.0568
07 Jun 2012,0.0705
08 Jun 2012,0.0556
11 Jun 2012,0.0645
12 Jun 2012,0.0470
13 Jun 2012,0.0386
14 Jun 2012,0.0686
15 Jun 2012,0.0549
18 Jun 2012,0.0595
19 Jun 2012,0.0353
20 Jun 2012,0.0767
21 Jun 2012,0.0969
22 Jun 2012,0.0570
25 Jun 2012,0.0552
26 Jun 2012,0.0371
27 Jun 2012,0.0278
28 Jun 2012,0.0420
29 Jun 2012,0.0317
02 Jul 2012,0.0517
03 Jul 2012,0.0292
04 Jul 2012,0.0194
05 Jul 2012,0.0259
06 Jul 2012,0.0178
09 Jul 2012,0.0497
10 Jul 2012,0.0218
11 Jul 2012,0.0285
12 Jul 2012,0.0406
13 Jul 2012,0.0229
16 Jul 2012,0.0366
17 Jul 2012,0.0278
18 Jul 2012,0.0402
19 Jul 2012,0.0336
20 Jul 2012,0.0670
23 Jul 2012,0.0575
24 Jul 2012,0.0490
25 Jul 2012,0.1025
26 Jul 2012,0.0878
27 Jul 2012,0.0837
30 Jul 2012,0.1271
31 Jul 2012,0.1419
01 Aug 2012,0.1474
02 Aug 2012,0.0852
03 Aug 2012,0.0384
06 Aug 2012,0.0448
07 Aug 2012,0.0526
08 Aug 2012,0.0524
10 Aug 2012,0.0892
13 Aug 2012,0.0667
14 Aug 2012,0.0817
15 Aug 2012,0.0854
16 Aug 2012,0.1453
17 Aug 2012,0.1062
21 Aug 2012,0.0628
22 Aug 2012,0.0839
23 Aug 2012,0.0597
24 Aug 2012,0.0993
27 Aug 2012,0.0934
28 Aug 2012,0.0690
29 Aug 2012,0.0360
30 Aug 2012,0.0449
31 Aug 2012,0.0542
03 Sep 2012,0.0890
04 Sep 2012,0.0530
05 Sep 2012,0.0674
06 Sep 2012,0.0540
07 Sep 2012,0.0468
10 Sep 2012,0.0552
11 Sep 2012,0.0702
12 Sep 2012,0.0657
13 Sep 2012,0.0707
14 Sep 2012,0.0383
17 Sep 2012,0.0573
18 Sep 2012,0.0590
19 Sep 2012,0.0444
20 Sep 2012,0.0558
21 Sep 2012,0.0550
24 Sep 2012,0.0590
25 Sep 2012,0.1103
26 Sep 2012,0.1750
27 Sep 2012,0.1795
28 Sep 2012,0.2697
01 Oct 2012,0.2963
02 Oct 2012,0.2163
03 Oct 2012,0.0834
04 Oct 2012,0.0198
05 Oct 2012,0.0246
08 Oct 2012,0.0159
09 Oct 2012,0.0313
10 Oct 2012,0.0247
11 Oct 2012,0.0339
12 Oct 2012,0.0310
15 Oct 2012,0.0279
16 Oct 2012,0.0301
17 Oct 2012,0.0452
18 Oct 2012,0.0704
19 Oct 2012,0.0522
22 Oct 2012,0.0320
23 Oct 2012,0.0608
24 Oct 2012,0.0880
25 Oct 2012,0.1364
29 Oct 2012,0.1739
30 Oct 2012,0.0943
31 Oct 2012,0.0489
01 Nov 2012,0.0666
02 Nov 2012,0.0235
05 Nov 2012,0.0642
06 Nov 2012,0.0415
07 Nov 2012,0.0269
08 Nov 2012,0.0238
09 Nov 2012,0.0282
12 Nov 2012,0.0421
14 Nov 2012,0.0312
15 Nov 2012,0.0963
16 Nov 2012,0.1786
19 Nov 2012,0.1301
20 Nov 2012,0.0455
21 Nov 2012,0.0406
22 Nov 2012,0.0283
23 Nov 2012,0.0256
26 Nov 2012,0.0329
27 Nov 2012,0.0492
28 Nov 2012,0.0528
29 Nov 2012,0.0502
30 Nov 2012,0.0620
03 Dec 2012,0.0981
04 Dec 2012,0.0957
05 Dec 2012,0.1174
06 Dec 2012,0.0532
07 Dec 2012,0.0314
10 Dec 2012,0.0247
11 Dec 2012,0.0253
12 Dec 2012,0.0201
13 Dec 2012,0.0306
14 Dec 2012,0.0283
17 Dec 2012,0.0441
18 Dec 2012,0.1101
19 Dec 2012,0.0743
20 Dec 2012,0.0560
21 Dec 2012,0.0196
24 Dec 2012,0.0359
26 Dec 2012,0.0550
27 Dec 2012,0.1099
28 Dec 2012,0.0991
31 Dec 2012,0.0637
02 Jan 2013,0.0380
03 Jan 2013,0.0189
04 Jan 2013,0.0194
07 Jan 2013,0.0228
08 Jan 2013,0.0285
09 Jan 2013,0.0327
10 Jan 2013,0.0202
11 Jan 2013,0.0247
14 Jan 2013,0.0224
15 Jan 2013,0.0235
16 Jan 2013,0.0274
17 Jan 2013,0.0266
18 Jan 2013,0.0255
21 Jan 2013,0.0517
22 Jan 2013,0.0567
23 Jan 2013,0.0605
24 Jan 2013,0.1034
25 Jan 2013,0.0629
28 Jan 2013,0.0365
29 Jan 2013,0.0442
30 Jan 2013,0.0511
31 Jan 2013,0.0503
01 Feb 2013,0.0715
04 Feb 2013,0.0589
05 Feb 2013,0.0712
06 Feb 2013,0.0266
07 Feb 2013,0.0226
08 Feb 2013,0.0317
13 Feb 2013,0.0767
14 Feb 2013,0.0793
15 Feb 2013,0.0921
18 Feb 2013,0.0991
19 Feb 2013,0.0423
20 Feb 2013,0.0396
21 Feb 2013,0.0197
22 Feb 2013,0.0406
25 Feb 2013,0.0414
26 Feb 2013,0.0306
27 Feb 2013,0.0391
28 Feb 2013,0.0546
01 Mar 2013,0.0657
04 Mar 2013,0.0659
05 Mar 2013,0.0501
06 Mar 2013,0.0409
07 Mar 2013,0.0504
08 Mar 2013,0.0244
11 Mar 2013,0.0281
12 Mar 2013,0.0360
13 Mar 2013,0.0346
14 Mar 2013,0.0228
15 Mar 2013,0.0190
18 Mar 2013,0.0390
19 Mar 2013,0.0398
20 Mar 2013,0.0860
21 Mar 2013,0.0986
22 Mar 2013,0.0628
25 Mar 2013,0.1109
26 Mar 2013,0.0439
27 Mar 2013,0.0315
28 Mar 2013,0.0187
01 Apr 2013,0.0334
02 Apr 2013,0.0224
03 Apr 2013,0.0321
04 Apr 2013,0.0194
05 Apr 2013,0.0213
08 Apr 2013,0.0297
09 Apr 2013,0.0222
10 Apr 2013,0.0320
11 Apr 2013,0.0615
12 Apr 2013,0.0489
15 Apr 2013,0.0392
16 Apr 2013,0.0278
17 Apr 2013,0.0316
18 Apr 2013,0.0637
19 Apr 2013,0.0449
22 Apr 2013,0.0364
23 Apr 2013,0.0322
24 Apr 2013,0.0264
25 Apr 2013,0.0336
26 Apr 2013,0.0373
29 Apr 2013,0.0483
30 Apr 2013,0.0763
02 May 2013,0.1010
03 May 2013,0.0804
06 May 2013,0.0881
07 May 2013,0.0766
08 May 2013,0.0355
09 May 2013,0.0387
10 May 2013,0.0334
13 May 2013,0.0244
14 May 2013,0.0273
15 May 2013,0.0262
16 May 2013,0.0268
17 May 2013,0.0340
20 May 2013,0.0575
21 May 2013,0.0695
22 May 2013,0.1007
23 May 2013,0.0965
27 May 2013,0.1355
28 May 2013,0.0694
29 May 2013,0.0564
30 May 2013,0.0588
31 May 2013,0.0761
03 Jun 2013,0.0537
04 Jun 2013,0.0341
05 Jun 2013,0.0394
06 Jun 2013,0.0435
07 Jun 2013,0.0211
10 Jun 2013,0.0180
11 Jun 2013,0.0177
12 Jun 2013,0.0291
13 Jun 2013,0.0273
14 Jun 2013,0.0355
17 Jun 2013,0.0300
18 Jun 2013,0.0292
19 Jun 2013,0.0330
20 Jun 2013,0.0427
21 Jun 2013,0.0549
24 Jun 2013,0.0632
25 Jun 2013,0.0616
26 Jun 2013,0.0483
27 Jun 2013,0.0476
28 Jun 2013,0.0526
01 Jul 2013,0.0478
02 Jul 2013,0.0646
03 Jul 2013,0.0638
04 Jul 2013,0.0698
05 Jul 2013,0.0633
08 Jul 2013,0.0358
09 Jul 2013,0.0251
10 Jul 2013,0.0361
11 Jul 2013,0.0209
12 Jul 2013,0.0354
15 Jul 2013,0.0443
16 Jul 2013,0.0351
17 Jul 2013,0.0400
18 Jul 2013,0.0251
19 Jul 2013,0.0372
22 Jul 2013,0.0434
23 Jul 2013,0.0373
24 Jul 2013,0.0436
25 Jul 2013,0.0718
26 Jul 2013,0.0414
29 Jul 2013,0.0423
30 Jul 2013,0.0774
31 Jul 2013,0.0533
01 Aug 2013,0.0522
02 Aug 2013,0.0315
05 Aug 2013,0.0291
06 Aug 2013,0.0319
07 Aug 2013,0.0504
12 Aug 2013,0.0498
13 Aug 2013,0.0505
14 Aug 2013,0.0265
15 Aug 2013,0.0341
16 Aug 2013,0.0485
19 Aug 2013,0.0401
20 Aug 2013,0.0307
21 Aug 2013,0.0353
22 Aug 2013,0.0730
23 Aug 2013,0.0657
26 Aug 2013,0.0649
27 Aug 2013,0.0418
28 Aug 2013,0.0358
29 Aug 2013,0.0558
30 Aug 2013,0.0455
02 Sep 2013,0.0308
03 Sep 2013,0.0376
04 Sep 2013,0.0348
05 Sep 2013,0.0435
06 Sep 2013,0.0218
09 Sep 2013,0.0175
10 Sep 2013,0.0340
11 Sep 2013,0.0269
12 Sep 2013,0.0372
13 Sep 2013,0.0265
16 Sep 2013,0.0415
17 Sep 2013,0.0230
18 Sep 2013,0.0342
19 Sep 2013,0.0263
20 Sep 2013,0.0300
23 Sep 2013,0.0250
24 Sep 2013,0.0292
25 Sep 2013,0.0174
26 Sep 2013,0.0229
27 Sep 2013,0.0245
30 Sep 2013,0.0236
01 Oct 2013,0.0522
02 Oct 2013,0.0228
03 Oct 2013,0.0558
04 Oct 2013,0.0825
07 Oct 2013,0.1221
08 Oct 2013,0.1475
09 Oct 2013,0.0831
10 Oct 2013,0.0823
11 Oct 2013,0.1224
14 Oct 2013,0.1284
16 Oct 2013,0.1924
17 Oct 2013,0.0599
18 Oct 2013,0.0711
21 Oct 2013,0.0703
22 Oct 2013,0.0275
23 Oct 2013,0.0293
24 Oct 2013,0.0299
25 Oct 2013,0.0294
28 Oct 2013,0.0295
29 Oct 2013,0.0479
30 Oct 2013,0.0516
31 Oct 2013,0.0357
01 Nov 2013,0.0318
04 Nov 2013,0.0292
05 Nov 2013,0.0367
06 Nov 2013,0.0250
07 Nov 2013,0.0171
08 Nov 2013,0.0245
11 Nov 2013,0.0441
12 Nov 2013,0.0736
13 Nov 2013,0.1887
14 Nov 2013,0.3913
15 Nov 2013,0.1015
18 Nov 2013,0.0375
19 Nov 2013,0.0833
20 Nov 2013,0.1083
21 Nov 2013,0.0944
22 Nov 2013,0.0299
25 Nov 2013,0.0388
26 Nov 2013,0.0425
27 Nov 2013,0.0423
28 Nov 2013,0.0164
29 Nov 2013,0.0327
02 Dec 2013,0.0466
03 Dec 2013,0.0333
04 Dec 2013,0.0757
05 Dec 2013,0.0973
06 Dec 2013,0.0700
09 Dec 2013,0.0384
10 Dec 2013,0.0314
11 Dec 2013,0.0254
12 Dec 2013,0.0433
13 Dec 2013,0.0180
16 Dec 2013,0.0331
17 Dec 2013,0.0326
18 Dec 2013,0.0371
19 Dec 2013,0.0511
20 Dec 2013,0.0497
23 Dec 2013,0.0784
24 Dec 2013,0.0965
26 Dec 2013,0.0949
27 Dec 2013,0.0264
30 Dec 2013,0.0311
31 Dec 2013,0.0217
02 Jan 2014,0.0698
03 Jan 2014,0.0446
06 Jan 2014,0.0259
07 Jan 2014,0.0370
08 Jan 2014,0.0358
09 Jan 2014,0.0390
10 Jan 2014,0.0290
13 Jan 2014,0.0399
14 Jan 2014,0.0541
15 Jan 2014,0.0403
16 Jan 2014,0.0381
17 Jan 2014,0.0356
20 Jan 2014,0.0451
21 Jan 2014,0.0474
22 Jan 2014,0.0468
23 Jan 2014,0.0509
24 Jan 2014,0.0479
27 Jan 2014,0.0557
28 Jan 2014,0.0521
29 Jan 2014,0.0610
30 Jan 2014,0.0577
03 Feb 2014,0.0467
04 Feb 2014,0.0593
05 Feb 2014,0.0169
06 Feb 2014,0.0237
07 Feb 2014,0.0124
10 Feb 2014,0.0376
11 Feb 2014,0.0347
12 Feb 2014,0.0288
13 Feb 2014,0.0284
14 Feb 2014,0.0364
17 Feb 2014,0.0422
18 Feb 2014,0.0453
19 Feb 2014,0.0518
20 Feb 2014,0.0576
21 Feb 2014,0.0325
24 Feb 2014,0.0300
25 Feb 2014,0.0242
26 Feb 2014,0.0214
27 Feb 2014,0.0343
28 Feb 2014,0.0874
03 Mar 2014,0.1482
04 Mar 2014,0.0869
05 Mar 2014,0.0709
06 Mar 2014,0.0667
07 Mar 2014,0.0437
10 Mar 2014,0.0434
11 Mar 2014,0.0483
12 Mar 2014,0.0841
13 Mar 2014,0.0785
14 Mar 2014,0.0826
17 Mar 2014,0.0475
18 Mar 2014,0.0530
19 Mar 2014,0.0702
20 Mar 2014,0.0671
21 Mar 2014,0.0462
24 Mar 2014,0.0534
25 Mar 2014,0.0629
26 Mar 2014,0.0799
27 Mar 2014,0.0806
28 Mar 2014,0.0943
31 Mar 2014,0.1915
01 Apr 2014,0.2129
02 Apr 2014,0.0756
03 Apr 2014,0.0679
04 Apr 2014,0.0400
07 Apr 2014,0.0430
08 Apr 2014,0.0319
09 Apr 2014,0.0325
10 Apr 2014,0.0225
11 Apr 2014,0.0370
14 Apr 2014,0.0541
15 Apr 2014,0.0380
16 Apr 2014,0.0539
17 Apr 2014,0.0693
21 Apr 2014,0.0686
22 Apr 2014,0.0686
23 Apr 2014,0.0735
24 Apr 2014,0.0888
25 Apr 2014,0.0958
28 Apr 2014,0.0601
29 Apr 2014,0.0858
30 Apr 2014,0.0863
02 May 2014,0.1691
05 May 2014,0.1091
06 May 2014,0.0632
07 May 2014,0.0866
08 May 2014,0.0762
09 May 2014,0.0893
12 May 2014,0.0734
14 May 2014,0.1105
15 May 2014,0.1111
16 May 2014,0.0603
19 May 2014,0.0572
20 May 2014,0.0526
21 May 2014,0.0483
22 May 2014,0.0705
23 May 2014,0.1016
26 May 2014,0.0606
27 May 2014,0.0365
28 May 2014,0.0674
29 May 2014,0.1205
30 May 2014,0.1147
02 Jun 2014,0.1550
03 Jun 2014,0.0753
04 Jun 2014,0.0578
05 Jun 2014,0.0246
06 Jun 2014,0.0182
09 Jun 2014,0.0312
10 Jun 2014,0.0365
11 Jun 2014,0.0267
12 Jun 2014,0.0305
13 Jun 2014,0.0415
16 Jun 2014,0.0338
17 Jun 2014,0.0385
18 Jun 2014,0.0373
19 Jun 2014,0.0490
20 Jun 2014,0.0643
23 Jun 2014,0.1109
24 Jun 2014,0.1051
25 Jun 2014,0.1101
26 Jun 2014,0.1627
27 Jun 2014,0.0939
30 Jun 2014,0.0742
01 Jul 2014,0.0692
02 Jul 2014,0.0572
03 Jul 2014,0.0448
04 Jul 2014,0.0350
07 Jul 2014,0.0340
08 Jul 2014,0.0393
09 Jul 2014,0.0380
10 Jul 2014,0.0244
11 Jul 2014,0.0381
14 Jul 2014,0.0402
15 Jul 2014,0.0434
16 Jul 2014,0.0614
17 Jul 2014,0.0886
18 Jul 2014,0.0995
21 Jul 2014,0.1463
22 Jul 2014,0.1146
23 Jul 2014,0.0376
24 Jul 2014,0.0258
25 Jul 2014,0.0499
29 Jul 2014,0.0604
30 Jul 2014,0.0458
31 Jul 2014,0.0511
01 Aug 2014,0.0830
04 Aug 2014,0.0762
05 Aug 2014,0.0443
06 Aug 2014,0.0335
07 Aug 2014,0.0497
08 Aug 2014,0.0428
11 Aug 2014,0.0613
12 Aug 2014,0.0484
13 Aug 2014,0.0600
14 Aug 2014,0.0540
15 Aug 2014,0.0569
18 Aug 2014,0.0743
19 Aug 2014,0.0770
20 Aug 2014,0.0706
21 Aug 2014,0.0903
22 Aug 2014,0.1059
25 Aug 2014,0.1627
26 Aug 2014,0.0817
27 Aug 2014,0.1204
28 Aug 2014,0.1103
29 Aug 2014,0.1897
01 Sep 2014,0.1766
02 Sep 2014,0.1915
03 Sep 2014,0.1446
04 Sep 2014,0.1089
05 Sep 2014,0.1374
08 Sep 2014,0.0691
09 Sep 2014,0.0654
10 Sep 2014,0.0618
11 Sep 2014,0.0584
12 Sep 2014,0.0493
15 Sep 2014,0.0924
16 Sep 2014,0.0910
17 Sep 2014,0.1133
18 Sep 2014,0.0661
19 Sep 2014,0.0527
22 Sep 2014,0.0740
23 Sep 2014,0.0599
24 Sep 2014,0.0625
25 Sep 2014,0.0842
26 Sep 2014,0.0880
29 Sep 2014,0.1372
30 Sep 2014,0.0615
01 Oct 2014,0.0751
02 Oct 2014,0.0803
03 Oct 2014,0.0718
07 Oct 2014,0.0803
08 Oct 2014,0.0496
09 Oct 2014,0.0523
10 Oct 2014,0.0476
13 Oct 2014,0.0571
14 Oct 2014,0.0674
15 Oct 2014,0.0813
16 Oct 2014,0.1109
17 Oct 2014,0.0670
20 Oct 2014,0.0749
21 Oct 2014,0.0604
23 Oct 2014,0.0754
24 Oct 2014,0.0560
27 Oct 2014,0.0913
28 Oct 2014,0.0673
29 Oct 2014,0.0831
30 Oct 2014,0.0952
31 Oct 2014,0.0739
03 Nov 2014,0.1170
04 Nov 2014,0.2229
05 Nov 2014,0.1612
06 Nov 2014,0.1619
07 Nov 2014,0.2298
10 Nov 2014,0.1369
11 Nov 2014,0.1011
12 Nov 2014,0.1126
13 Nov 2014,0.0723
14 Nov 2014,0.0605
17 Nov 2014,0.0777
18 Nov 2014,0.0907
19 Nov 2014,0.0888
20 Nov 2014,0.1130
21 Nov 2014,0.1155
24 Nov 2014,0.1266
25 Nov 2014,0.1308
26 Nov 2014,0.1562
27 Nov 2014,0.0965
28 Nov 2014,0.1184
01 Dec 2014,0.2011
02 Dec 2014,0.1018
03 Dec 2014,0.0861
04 Dec 2014,0.1126
05 Dec 2014,0.1038
08 Dec 2014,0.1161
09 Dec 2014,0.1747
10 Dec 2014,0.1624
11 Dec 2014,0.1198
12 Dec 2014,0.0650
15 Dec 2014,0.0666
16 Dec 2014,0.0789
17 Dec 2014,0.0881
18 Dec 2014,0.0889
19 Dec 2014,0.2039
22 Dec 2014,0.3186
23 Dec 2014,0.2258
24 Dec 2014,0.1706
26 Dec 2014,0.0503
29 Dec 2014,0.1268
30 Dec 2014,0.2327
31 Dec 2014,0.2535
02 Jan 2015,0.2484
05 Jan 2015,0.1730
06 Jan 2015,0.3020
07 Jan 2015,0.1871
08 Jan 2015,0.1043
09 Jan 2015,0.0778
12 Jan 2015,0.1350
13 Jan 2015,0.1423
14 Jan 2015,0.1106
15 Jan 2015,0.0867
16 Jan 2015,0.1014
19 Jan 2015,0.0488
20 Jan 2015,0.0496
21 Jan 2015,0.0696
22 Jan 2015,0.0487
23 Jan 2015,0.0655
26 Jan 2015,0.0730
27 Jan 2015,0.0951
28 Jan 2015,0.1393
29 Jan 2015,0.3499
30 Jan 2015,0.2774
02 Feb 2015,0.3866
03 Feb 2015,0.2590
04 Feb 2015,0.1517
05 Feb 2015,0.1278
06 Feb 2015,0.2307
09 Feb 2015,0.1930
10 Feb 2015,0.3004
11 Feb 2015,0.2927
12 Feb 2015,0.2541
13 Feb 2015,0.2587
16 Feb 2015,0.2150
17 Feb 2015,0.1832
18 Feb 2015,0.2848
23 Feb 2015,0.4929
24 Feb 2015,0.4635
25 Feb 2015,0.4307
26 Feb 2015,0.2796
27 Feb 2015,0.2797
02 Mar 2015,0.3447
03 Mar 2015,0.4297
04 Mar 2015,0.3540
05 Mar 2015,0.2646
06 Mar 2015,0.1165
09 Mar 2015,0.1569
10 Mar 2015,0.1995
11 Mar 2015,0.1676
12 Mar 2015,0.1838
13 Mar 2015,0.1191
16 Mar 2015,0.1013
17 Mar 2015,0.1177
18 Mar 2015,0.1845
19 Mar 2015,0.3618
20 Mar 2015,0.4119
23 Mar 2015,0.6044
24 Mar 2015,0.5587
25 Mar 2015,0.1859
26 Mar 2015,0.1207
27 Mar 2015,0.1948
30 Mar 2015,0.1813
31 Mar 2015,0.1460
01 Apr 2015,0.3023
02 Apr 2015,0.2213
06 Apr 2015,0.2512
07 Apr 2015,0.4473
08 Apr 2015,0.4897
09 Apr 2015,0.3874
10 Apr 2015,0.3216
13 Apr 2015,0.2356
14 Apr 2015,0.2098
15 Apr 2015,0.1330
16 Apr 2015,0.1189
17 Apr 2015,0.0510
20 Apr 2015,0.0672
21 Apr 2015,0.0962
22 Apr 2015,0.1922
23 Apr 2015,0.2141
24 Apr 2015,0.2142
27 Apr 2015,0.2791
28 Apr 2015,0.2350
29 Apr 2015,0.3689
30 Apr 2015,0.2849
04 May 2015,0.2264
05 May 2015,0.4917
06 May 2015,0.4986
07 May 2015,0.6033
08 May 2015,0.5122
11 May 2015,0.2376
12 May 2015,0.1146
13 May 2015,0.0745
14 May 2015,0.0345
15 May 2015,0.0373
18 May 2015,0.0695
19 May 2015,0.0644
20 May 2015,0.0761
21 May 2015,0.0925
22 May 2015,0.1170
25 May 2015,0.1395
26 May 2015,0.1728
27 May 2015,0.2131
28 May 2015,0.3119
29 May 2015,0.2203
02 Jun 2015,0.3903
03 Jun 2015,0.3378
04 Jun 2015,0.3433
05 Jun 2015,0.2172
08 Jun 2015,0.1201
09 Jun 2015,0.0894
10 Jun 2015,0.0734
11 Jun 2015,0.0552
12 Jun 2015,0.0675
15 Jun 2015,0.0631
16 Jun 2015,0.0752
17 Jun 2015,0.0616
18 Jun 2015,0.0749
19 Jun 2015,0.0878
22 Jun 2015,0.1722
23 Jun 2015,0.3390
24 Jun 2015,0.2616
25 Jun 2015,0.2419
26 Jun 2015,0.1759
29 Jun 2015,0.3613
30 Jun 2015,0.9921
01 Jul 2015,1.0098
02 Jul 2015,0.5795
03 Jul 2015,0.5193
06 Jul 2015,0.2663
07 Jul 2015,0.2480
08 Jul 2015,0.1594
09 Jul 2015,0.0485
10 Jul 2015,0.0329
13 Jul 2015,0.0480
14 Jul 2015,0.0681
15 Jul 2015,0.1289
16 Jul 2015,0.2164
20 Jul 2015,0.3106
21 Jul 2015,0.2813
22 Jul 2015,0.2098
23 Jul 2015,0.1340
24 Jul 2015,0.1518
27 Jul 2015,0.2058
28 Jul 2015,0.2773
29 Jul 2015,0.2330
30 Jul 2015,0.2324
31 Jul 2015,0.2464
03 Aug 2015,0.2294
04 Aug 2015,0.1589
05 Aug 2015,0.1852
06 Aug 2015,0.1724
11 Aug 2015,0.1110
12 Aug 2015,0.1450
13 Aug 2015,0.1034
14 Aug 2015,0.1238
17 Aug 2015,0.0907
18 Aug 2015,0.0886
19 Aug 2015,0.1743
20 Aug 2015,0.1478
21 Aug 2015,0.1225
24 Aug 2015,0.2854
25 Aug 2015,0.6583
26 Aug 2015,1.2265
27 Aug 2015,0.7726
28 Aug 2015,0.2978
31 Aug 2015,0.1963
01 Sep 2015,0.4865
02 Sep 2015,0.2117
03 Sep 2015,0.1610
04 Sep 2015,0.0773
07 Sep 2015,0.0573
08 Sep 2015,0.0806
09 Sep 2015,0.2133
10 Sep 2015,0.1118
14 Sep 2015,0.3055
15 Sep 2015,0.2027
16 Sep 2015,0.1956
17 Sep 2015,0.2002
18 Sep 2015,0.2299
21 Sep 2015,0.1870
22 Sep 2015,0.1394
23 Sep 2015,0.1841
25 Sep 2015,0.1200
28 Sep 2015,0.1862
29 Sep 2015,0.1999
30 Sep 2015,0.1105
01 Oct 2015,0.2158
02 Oct 2015,0.1573
05 Oct 2015,0.3206
06 Oct 2015,0.2704
07 Oct 2015,0.2789
08 Oct 2015,0.1463
09 Oct 2015,0.0645
12 Oct 2015,0.0301
13 Oct 2015,0.0407
14 Oct 2015,0.0270
15 Oct 2015,0.0338
16 Oct 2015,0.0571
19 Oct 2015,0.2107
20 Oct 2015,0.2296
21 Oct 2015,0.1067
22 Oct 2015,0.1595
23 Oct 2015,0.3093
26 Oct 2015,0.5614
27 Oct 2015,0.3848
28 Oct 2015,0.3994
29 Oct 2015,0.6862
30 Oct 2015,0.8090
02 Nov 2015,1.0026
03 Nov 2015,0.7076
04 Nov 2015,0.2755
05 Nov 2015,0.1229
06 Nov 2015,0.2372
09 Nov 2015,0.1600
11 Nov 2015,0.2111
12 Nov 2015,0.0758
13 Nov 2015,0.2109
16 Nov 2015,0.6254
17 Nov 2015,0.6204
18 Nov 2015,0.5701
19 Nov 2015,0.4563
20 Nov 2015,0.2024
23 Nov 2015,0.3069
24 Nov 2015,0.4644
25 Nov 2015,0.7355
26 Nov 2015,0.3878
27 Nov 2015,0.4032
30 Nov 2015,0.6995
01 Dec 2015,0.6487
02 Dec 2015,0.4087
03 Dec 2015,0.4295
04 Dec 2015,0.2785
07 Dec 2015,0.2963
08 Dec 2015,0.2280
09 Dec 2015,0.2643
10 Dec 2015,0.2058
11 Dec 2015,0.1305
14 Dec 2015,0.2475
15 Dec 2015,0.2480
16 Dec 2015,0.2907
17 Dec 2015,0.3600
18 Dec 2015,0.3339
21 Dec 2015,0.1877
22 Dec 2015,0.1435
23 Dec 2015,0.1908
24 Dec 2015,0.2532
28 Dec 2015,0.1939
29 Dec 2015,0.3021
30 Dec 2015,0.2059
31 Dec 2015,0.2688
04 Jan 2016,0.7159
05 Jan 2016,0.4150
06 Jan 2016,0.2071
07 Jan 2016,0.4788
08 Jan 2016,0.6187
11 Jan 2016,0.6600
12 Jan 2016,0.9215
13 Jan 2016,0.6327
14 Jan 2016,0.5400
