SORA Publication Date,SORA
15 Jan 2016,0.1810
18 Jan 2016,0.1571
19 Jan 2016,0.3344
20 Jan 2016,0.2782
21 Jan 2016,0.2574
22 Jan 2016,0.1234
25 Jan 2016,0.1559
26 Jan 2016,0.1477
27 Jan 2016,0.1594
28 Jan 2016,0.1371
29 Jan 2016,0.1949
01 Feb 2016,0.1954
02 Feb 2016,0.1572
03 Feb 2016,0.2748
04 Feb 2016,0.2359
05 Feb 2016,0.2640
10 Feb 2016,0.3061
11 Feb 2016,0.1460
12 Feb 2016,0.0879
15 Feb 2016,0.1689
16 Feb 2016,0.1309
17 Feb 2016,0.2218
18 Feb 2016,0.3530
19 Feb 2016,0.3423
22 Feb 2016,0.2776
23 Feb 2016,0.3736
24 Feb 2016,0.3094
25 Feb 2016,0.3774
26 Feb 2016,0.3362
29 Feb 2016,0.3476
01 Mar 2016,0.5059
02 Mar 2016,0.4915
03 Mar 2016,0.4329
04 Mar 2016,0.4150
07 Mar 2016,0.2754
08 Mar 2016,0.2912
09 Mar 2016,0.3696
10 Mar 2016,0.2949
11 Mar 2016,0.3274
14 Mar 2016,0.3000
15 Mar 2016,0.2973
16 Mar 2016,0.2826
17 Mar 2016,0.2754
18 Mar 2016,0.1751
21 Mar 2016,0.2330
22 Mar 2016,0.2849
23 Mar 2016,0.2591
24 Mar 2016,0.2309
28 Mar 2016,0.2752
29 Mar 2016,0.3018
30 Mar 2016,0.1692
31 Mar 2016,0.1035
01 Apr 2016,0.1332
04 Apr 2016,0.2503
05 Apr 2016,0.2835
06 Apr 2016,0.2968
07 Apr 2016,0.2105
08 Apr 2016,0.2044
11 Apr 2016,0.1936
12 Apr 2016,0.2105
13 Apr 2016,0.1244
14 Apr 2016,0.1451
15 Apr 2016,0.3209
18 Apr 2016,0.3666
19 Apr 2016,0.2637
20 Apr 2016,0.3029
21 Apr 2016,0.3540
22 Apr 2016,0.4835
25 Apr 2016,0.6771
26 Apr 2016,0.5986
27 Apr 2016,0.6649
28 Apr 2016,0.6359
29 Apr 2016,0.3292
03 May 2016,0.4125
04 May 2016,0.5060
05 May 2016,0.2011
06 May 2016,0.1426
09 May 2016,0.2989
10 May 2016,0.2913
11 May 2016,0.1364
12 May 2016,0.0599
13 May 2016,0.1049
16 May 2016,0.0950
17 May 2016,0.0765
18 May 2016,0.0805
19 May 2016,0.1209
20 May 2016,0.1827
23 May 2016,0.1496
24 May 2016,0.2659
25 May 2016,0.2268
26 May 2016,0.3290
27 May 2016,0.2552
30 May 2016,0.2290
31 May 2016,0.3567
01 Jun 2016,0.2297
02 Jun 2016,0.2393
03 Jun 2016,0.1044
06 Jun 2016,0.1153
07 Jun 2016,0.1614
08 Jun 2016,0.0581
09 Jun 2016,0.0565
10 Jun 2016,0.0574
13 Jun 2016,0.1128
14 Jun 2016,0.0921
15 Jun 2016,0.0510
16 Jun 2016,0.0414
17 Jun 2016,0.0727
20 Jun 2016,0.0741
21 Jun 2016,0.0774
22 Jun 2016,0.0626
23 Jun 2016,0.0416
24 Jun 2016,0.0430
27 Jun 2016,0.0825
28 Jun 2016,0.0846
29 Jun 2016,0.0831
30 Jun 2016,0.1845
01 Jul 2016,0.4412
04 Jul 2016,0.1478
05 Jul 2016,0.1342
07 Jul 2016,0.1090
08 Jul 2016,0.0847
11 Jul 2016,0.0717
12 Jul 2016,0.0566
13 Jul 2016,0.0640
14 Jul 2016,0.0563
15 Jul 2016,0.0750
18 Jul 2016,0.1187
19 Jul 2016,0.0727
20 Jul 2016,0.0557
21 Jul 2016,0.1572
22 Jul 2016,0.4879
25 Jul 2016,0.3511
26 Jul 2016,0.6345
27 Jul 2016,0.7764
28 Jul 2016,0.8879
29 Jul 2016,0.7445
01 Aug 2016,0.3713
02 Aug 2016,0.1956
03 Aug 2016,0.0725
04 Aug 2016,0.0223
05 Aug 2016,0.0241
08 Aug 2016,0.0135
10 Aug 2016,0.0134
11 Aug 2016,0.0173
12 Aug 2016,0.0178
15 Aug 2016,0.0210
16 Aug 2016,0.0486
17 Aug 2016,0.0696
18 Aug 2016,0.1219
19 Aug 2016,0.1091
22 Aug 2016,0.0737
23 Aug 2016,0.0612
24 Aug 2016,0.0743
25 Aug 2016,0.0402
26 Aug 2016,0.0876
29 Aug 2016,0.1857
30 Aug 2016,0.3628
31 Aug 2016,0.1422
01 Sep 2016,0.3781
02 Sep 2016,0.0919
05 Sep 2016,0.0808
06 Sep 2016,0.0855
07 Sep 2016,0.0467
08 Sep 2016,0.0294
09 Sep 2016,0.0184
13 Sep 2016,0.0282
14 Sep 2016,0.0410
15 Sep 2016,0.0721
16 Sep 2016,0.0343
19 Sep 2016,0.0495
20 Sep 2016,0.0477
21 Sep 2016,0.0441
22 Sep 2016,0.0439
23 Sep 2016,0.0476
26 Sep 2016,0.0532
27 Sep 2016,0.0705
28 Sep 2016,0.0743
29 Sep 2016,0.1344
30 Sep 2016,0.1821
03 Oct 2016,0.1248
04 Oct 2016,0.0488
05 Oct 2016,0.0369
06 Oct 2016,0.0452
07 Oct 2016,0.0621
10 Oct 2016,0.1203
11 Oct 2016,0.0811
12 Oct 2016,0.1175
13 Oct 2016,0.1134
14 Oct 2016,0.0380
17 Oct 2016,0.0842
18 Oct 2016,0.0289
19 Oct 2016,0.0305
20 Oct 2016,0.0475
21 Oct 2016,0.0586
24 Oct 2016,0.1608
25 Oct 2016,0.1838
26 Oct 2016,0.0858
27 Oct 2016,0.0658
28 Oct 2016,0.0655
31 Oct 2016,0.0964
01 Nov 2016,0.0731
02 Nov 2016,0.0734
03 Nov 2016,0.0796
04 Nov 2016,0.0413
07 Nov 2016,0.0768
08 Nov 2016,0.0550
09 Nov 2016,0.0802
10 Nov 2016,0.0833
11 Nov 2016,0.0815
14 Nov 2016,0.0384
15 Nov 2016,0.0969
16 Nov 2016,0.0761
17 Nov 2016,0.0781
18 Nov 2016,0.0494
21 Nov 2016,0.0495
22 Nov 2016,0.1094
23 Nov 2016,0.0849
24 Nov 2016,0.0742
25 Nov 2016,0.0700
28 Nov 2016,0.3243
29 Nov 2016,0.1918
30 Nov 2016,0.2422
01 Dec 2016,0.0649
02 Dec 2016,0.0459
05 Dec 2016,0.0498
06 Dec 2016,0.0963
07 Dec 2016,0.1152
08 Dec 2016,0.0639
09 Dec 2016,0.1106
12 Dec 2016,0.1152
13 Dec 2016,0.1602
14 Dec 2016,0.3858
15 Dec 2016,0.3725
16 Dec 2016,0.3876
19 Dec 2016,0.2480
20 Dec 2016,0.3729
21 Dec 2016,0.2941
22 Dec 2016,0.2255
23 Dec 2016,0.1090
27 Dec 2016,0.2062
28 Dec 2016,0.2848
29 Dec 2016,0.4048
30 Dec 2016,0.4114
03 Jan 2017,0.4595
04 Jan 2017,0.2354
05 Jan 2017,0.1257
06 Jan 2017,0.1040
09 Jan 2017,0.1122
10 Jan 2017,0.0523
11 Jan 2017,0.0301
12 Jan 2017,0.0378
13 Jan 2017,0.0555
16 Jan 2017,0.1292
17 Jan 2017,0.1119
18 Jan 2017,0.1605
19 Jan 2017,0.1319
20 Jan 2017,0.0983
23 Jan 2017,0.0598
24 Jan 2017,0.0799
25 Jan 2017,0.0865
26 Jan 2017,0.0685
27 Jan 2017,0.1849
31 Jan 2017,0.5198
01 Feb 2017,0.1388
02 Feb 2017,0.1208
03 Feb 2017,0.2009
06 Feb 2017,0.4127
07 Feb 2017,0.3364
08 Feb 2017,0.1171
09 Feb 2017,0.1515
10 Feb 2017,0.3380
13 Feb 2017,0.5471
14 Feb 2017,0.6944
15 Feb 2017,0.3852
16 Feb 2017,0.1524
17 Feb 2017,0.0975
20 Feb 2017,0.1687
21 Feb 2017,0.1560
22 Feb 2017,0.5143
23 Feb 2017,0.6109
24 Feb 2017,0.5746
27 Feb 2017,0.2226
28 Feb 2017,0.3106
01 Mar 2017,0.4731
02 Mar 2017,0.3050
03 Mar 2017,0.1629
06 Mar 2017,0.1830
07 Mar 2017,0.2365
08 Mar 2017,0.1343
09 Mar 2017,0.0555
10 Mar 2017,0.1194
13 Mar 2017,0.1532
14 Mar 2017,0.1035
15 Mar 2017,0.1423
16 Mar 2017,0.1113
17 Mar 2017,0.3634
20 Mar 2017,0.4885
21 Mar 2017,0.6229
22 Mar 2017,0.3430
23 Mar 2017,0.3168
24 Mar 2017,0.1248
27 Mar 2017,0.2633
28 Mar 2017,0.2306
29 Mar 2017,0.1950
30 Mar 2017,0.4827
31 Mar 2017,0.4343
03 Apr 2017,0.5687
04 Apr 2017,0.6962
05 Apr 2017,0.3758
06 Apr 2017,0.3076
07 Apr 2017,0.2147
10 Apr 2017,0.1849
11 Apr 2017,0.2675
12 Apr 2017,0.3735
13 Apr 2017,0.4849
17 Apr 2017,0.7076
18 Apr 2017,0.4296
19 Apr 2017,0.3628
20 Apr 2017,0.2470
21 Apr 2017,0.3620
24 Apr 2017,0.4809
25 Apr 2017,0.4397
26 Apr 2017,0.4835
27 Apr 2017,0.5996
28 Apr 2017,0.3922
02 May 2017,0.4526
03 May 2017,0.4460
04 May 2017,0.5120
05 May 2017,0.3957
08 May 2017,0.4690
09 May 2017,0.4946
11 May 2017,0.4974
12 May 2017,0.5050
15 May 2017,0.5746
16 May 2017,0.5159
17 May 2017,0.7252
18 May 2017,0.5820
19 May 2017,0.5199
22 May 2017,0.5588
23 May 2017,0.5613
24 May 2017,0.4187
25 May 2017,0.4127
26 May 2017,0.3323
29 May 2017,0.4495
30 May 2017,0.3589
31 May 2017,0.4404
01 Jun 2017,0.4503
02 Jun 2017,0.3647
05 Jun 2017,0.5698
06 Jun 2017,0.6237
07 Jun 2017,0.7110
08 Jun 2017,0.8227
09 Jun 2017,0.4644
12 Jun 2017,0.2618
13 Jun 2017,0.2335
14 Jun 2017,0.0917
15 Jun 2017,0.1126
16 Jun 2017,0.1495
19 Jun 2017,0.1433
20 Jun 2017,0.1576
21 Jun 2017,0.1526
22 Jun 2017,0.2760
23 Jun 2017,0.4513
27 Jun 2017,1.1334
28 Jun 2017,0.7300
29 Jun 2017,0.9212
30 Jun 2017,1.1955
03 Jul 2017,0.8239
04 Jul 2017,0.8275
05 Jul 2017,1.2140
06 Jul 2017,1.2275
07 Jul 2017,0.9298
10 Jul 2017,1.1808
11 Jul 2017,1.1877
12 Jul 2017,1.0680
13 Jul 2017,0.9984
14 Jul 2017,0.5523
17 Jul 2017,0.3909
18 Jul 2017,0.3072
19 Jul 2017,0.2644
20 Jul 2017,0.4248
21 Jul 2017,0.5738
24 Jul 2017,0.6979
25 Jul 2017,0.7706
26 Jul 2017,0.7800
27 Jul 2017,0.7354
28 Jul 2017,0.5795
31 Jul 2017,0.7337
01 Aug 2017,0.9860
02 Aug 2017,0.8904
03 Aug 2017,0.9353
04 Aug 2017,0.6009
07 Aug 2017,0.6899
08 Aug 2017,0.4968
10 Aug 2017,0.4332
11 Aug 2017,0.3925
14 Aug 2017,0.4601
15 Aug 2017,0.6628
16 Aug 2017,0.7048
17 Aug 2017,0.7716
18 Aug 2017,0.6699
21 Aug 2017,0.8218
22 Aug 2017,0.8527
23 Aug 2017,0.9036
24 Aug 2017,0.9766
25 Aug 2017,1.0179
28 Aug 2017,1.2455
29 Aug 2017,1.1370
30 Aug 2017,0.5851
31 Aug 2017,0.2874
04 Sep 2017,0.5189
05 Sep 2017,0.8749
06 Sep 2017,0.8973
07 Sep 2017,0.7411
08 Sep 2017,0.5901
11 Sep 2017,0.7084
12 Sep 2017,0.8189
13 Sep 2017,0.7175
14 Sep 2017,0.4524
15 Sep 2017,0.3192
18 Sep 2017,0.2772
19 Sep 2017,0.5204
20 Sep 2017,0.5091
21 Sep 2017,0.6871
22 Sep 2017,0.6471
25 Sep 2017,0.7077
26 Sep 2017,0.5900
27 Sep 2017,0.5617
28 Sep 2017,0.6652
29 Sep 2017,0.5562
02 Oct 2017,0.5979
03 Oct 2017,0.5872
04 Oct 2017,0.5746
05 Oct 2017,0.3605
06 Oct 2017,0.4652
09 Oct 2017,0.6093
10 Oct 2017,0.6312
11 Oct 2017,0.5824
12 Oct 2017,0.6725
13 Oct 2017,0.6971
16 Oct 2017,0.6888
17 Oct 2017,0.6978
19 Oct 2017,0.6918
20 Oct 2017,1.0110
23 Oct 2017,1.3715
24 Oct 2017,1.4066
25 Oct 2017,1.2133
26 Oct 2017,1.3334
27 Oct 2017,1.1275
30 Oct 2017,1.1225
31 Oct 2017,1.1744
01 Nov 2017,1.0968
02 Nov 2017,1.0400
03 Nov 2017,0.7605
06 Nov 2017,0.8203
07 Nov 2017,0.7117
08 Nov 2017,0.7264
09 Nov 2017,0.8014
10 Nov 2017,0.8199
13 Nov 2017,1.0026
14 Nov 2017,0.6976
15 Nov 2017,0.6693
16 Nov 2017,0.5585
17 Nov 2017,0.5430
20 Nov 2017,0.5547
21 Nov 2017,0.4900
22 Nov 2017,0.2509
23 Nov 2017,0.1709
24 Nov 2017,0.3673
27 Nov 2017,0.5353
28 Nov 2017,0.6674
29 Nov 2017,0.7853
30 Nov 2017,1.1968
01 Dec 2017,1.2592
04 Dec 2017,1.2101
05 Dec 2017,0.9920
06 Dec 2017,0.8293
07 Dec 2017,0.7437
08 Dec 2017,0.7247
11 Dec 2017,0.7820
12 Dec 2017,0.8323
13 Dec 2017,0.9218
14 Dec 2017,0.8442
15 Dec 2017,0.7550
18 Dec 2017,0.7399
19 Dec 2017,0.8309
20 Dec 2017,0.9375
21 Dec 2017,0.9310
22 Dec 2017,1.0005
26 Dec 2017,1.2709
27 Dec 2017,1.1960
28 Dec 2017,0.9589
29 Dec 2017,0.7590
02 Jan 2018,0.8605
03 Jan 2018,0.7915
04 Jan 2018,1.0355
05 Jan 2018,0.6058
08 Jan 2018,0.3425
09 Jan 2018,0.0458
10 Jan 2018,0.0560
11 Jan 2018,0.1294
12 Jan 2018,0.0660
15 Jan 2018,0.4538
16 Jan 2018,0.1639
17 Jan 2018,0.0973
18 Jan 2018,0.1380
19 Jan 2018,0.0868
22 Jan 2018,0.6715
23 Jan 2018,0.6374
24 Jan 2018,0.1786
25 Jan 2018,0.1183
26 Jan 2018,0.0602
29 Jan 2018,0.1977
30 Jan 2018,0.2863
31 Jan 2018,0.6653
01 Feb 2018,0.8294
02 Feb 2018,0.7742
05 Feb 2018,0.9899
06 Feb 2018,0.5491
07 Feb 2018,0.6143
08 Feb 2018,0.6509
09 Feb 2018,0.8123
12 Feb 2018,1.3314
13 Feb 2018,1.3910
14 Feb 2018,1.1126
15 Feb 2018,0.6005
19 Feb 2018,0.5852
20 Feb 2018,0.7581
21 Feb 2018,0.9160
22 Feb 2018,1.1141
23 Feb 2018,1.2325
26 Feb 2018,1.5934
27 Feb 2018,1.6497
28 Feb 2018,1.5178
01 Mar 2018,0.5943
02 Mar 2018,0.3726
05 Mar 2018,0.5802
06 Mar 2018,0.8453
07 Mar 2018,0.7439
08 Mar 2018,0.9541
09 Mar 2018,0.8161
12 Mar 2018,0.8321
13 Mar 2018,0.7758
14 Mar 2018,0.5956
15 Mar 2018,0.5853
16 Mar 2018,0.5777
19 Mar 2018,0.2856
20 Mar 2018,0.5764
21 Mar 2018,0.6710
22 Mar 2018,0.9127
23 Mar 2018,0.7604
26 Mar 2018,0.7599
27 Mar 2018,0.6705
28 Mar 2018,0.7152
29 Mar 2018,0.5858
02 Apr 2018,0.7834
03 Apr 2018,0.6773
04 Apr 2018,0.5953
05 Apr 2018,0.4255
06 Apr 2018,0.1524
09 Apr 2018,0.1727
10 Apr 2018,0.1867
11 Apr 2018,0.2671
12 Apr 2018,0.2775
13 Apr 2018,0.2905
16 Apr 2018,0.3699
17 Apr 2018,0.3521
18 Apr 2018,0.3924
19 Apr 2018,0.4361
20 Apr 2018,1.0692
23 Apr 2018,1.3329
24 Apr 2018,1.1291
25 Apr 2018,0.8744
26 Apr 2018,0.8638
27 Apr 2018,0.9956
30 Apr 2018,1.7560
02 May 2018,1.4725
03 May 2018,1.1115
04 May 2018,1.0984
07 May 2018,1.1747
08 May 2018,1.3977
09 May 2018,1.5624
10 May 2018,1.5366
11 May 2018,0.9983
14 May 2018,0.8759
15 May 2018,0.9905
16 May 2018,0.7019
17 May 2018,0.6264
18 May 2018,0.4188
21 May 2018,0.4564
22 May 2018,0.6761
23 May 2018,0.6852
24 May 2018,1.2815
25 May 2018,1.0365
28 May 2018,1.4118
30 May 2018,1.5135
31 May 2018,1.5544
01 Jun 2018,1.1205
04 Jun 2018,0.9958
05 Jun 2018,1.4310
06 Jun 2018,1.5185
07 Jun 2018,1.4606
08 Jun 2018,1.0974
11 Jun 2018,1.1256
12 Jun 2018,1.0994
13 Jun 2018,0.7890
14 Jun 2018,0.5849
18 Jun 2018,0.7504
19 Jun 2018,0.5232
20 Jun 2018,0.4036
21 Jun 2018,0.4929
22 Jun 2018,0.5651
25 Jun 2018,0.4658
26 Jun 2018,0.6866
27 Jun 2018,0.9323
28 Jun 2018,0.8223
29 Jun 2018,0.8296
02 Jul 2018,1.3426
03 Jul 2018,0.9918
04 Jul 2018,0.9160
05 Jul 2018,0.8344
06 Jul 2018,0.8786
09 Jul 2018,1.4412
10 Jul 2018,1.4302
11 Jul 2018,1.4064
12 Jul 2018,1.3745
13 Jul 2018,1.2384
16 Jul 2018,1.1951
17 Jul 2018,1.1635
18 Jul 2018,0.7706
19 Jul 2018,0.8579
20 Jul 2018,0.9735
23 Jul 2018,1.0492
24 Jul 2018,1.4072
25 Jul 2018,1.4046
26 Jul 2018,0.9908
27 Jul 2018,1.1911
30 Jul 2018,1.4968
31 Jul 2018,1.5623
01 Aug 2018,1.7311
02 Aug 2018,1.8083
03 Aug 2018,1.6714
06 Aug 2018,1.8187
07 Aug 2018,1.8285
08 Aug 2018,1.4463
10 Aug 2018,1.3192
13 Aug 2018,1.4192
14 Aug 2018,1.7705
15 Aug 2018,1.4315
16 Aug 2018,1.6876
17 Aug 2018,1.0175
20 Aug 2018,0.8028
21 Aug 2018,0.7479
23 Aug 2018,1.2240
24 Aug 2018,1.1864
27 Aug 2018,1.5460
28 Aug 2018,1.5029
29 Aug 2018,1.3932
30 Aug 2018,1.3580
31 Aug 2018,1.1073
03 Sep 2018,1.0628
04 Sep 2018,0.9531
05 Sep 2018,1.0603
06 Sep 2018,0.6039
07 Sep 2018,0.6800
10 Sep 2018,0.7885
11 Sep 2018,0.6444
12 Sep 2018,0.6249
13 Sep 2018,0.8635
14 Sep 2018,0.8372
17 Sep 2018,1.0121
18 Sep 2018,1.2431
19 Sep 2018,1.2587
20 Sep 2018,1.3053
21 Sep 2018,1.3883
24 Sep 2018,1.4172
25 Sep 2018,1.1161
26 Sep 2018,1.2211
27 Sep 2018,1.0801
28 Sep 2018,1.0110
01 Oct 2018,1.1084
02 Oct 2018,1.1854
03 Oct 2018,1.0854
04 Oct 2018,1.1103
05 Oct 2018,1.2730
08 Oct 2018,1.2754
09 Oct 2018,1.0762
10 Oct 2018,1.1576
11 Oct 2018,1.0035
12 Oct 2018,1.1007
15 Oct 2018,1.1695
16 Oct 2018,1.1025
17 Oct 2018,0.9410
18 Oct 2018,1.0147
19 Oct 2018,1.1154
22 Oct 2018,1.3026
23 Oct 2018,1.2159
24 Oct 2018,1.2068
25 Oct 2018,1.3389
26 Oct 2018,1.3532
29 Oct 2018,1.2862
30 Oct 2018,1.3056
31 Oct 2018,1.3336
01 Nov 2018,1.4498
02 Nov 2018,1.5274
05 Nov 2018,1.5642
07 Nov 2018,1.3473
08 Nov 2018,1.2537
09 Nov 2018,1.2862
12 Nov 2018,1.2630
13 Nov 2018,1.2342
14 Nov 2018,1.2595
15 Nov 2018,1.1703
16 Nov 2018,1.4816
19 Nov 2018,1.8768
20 Nov 2018,1.9294
21 Nov 2018,1.5162
22 Nov 2018,1.7144
23 Nov 2018,1.5247
26 Nov 2018,1.5637
27 Nov 2018,1.4620
28 Nov 2018,1.3705
29 Nov 2018,1.3427
30 Nov 2018,1.8059
03 Dec 2018,1.9655
04 Dec 2018,1.8987
05 Dec 2018,1.6113
06 Dec 2018,1.2463
07 Dec 2018,0.4604
10 Dec 2018,1.1288
11 Dec 2018,1.1137
12 Dec 2018,1.3151
13 Dec 2018,1.6167
14 Dec 2018,1.5868
17 Dec 2018,1.5526
18 Dec 2018,1.4564
19 Dec 2018,1.5719
20 Dec 2018,1.9044
21 Dec 2018,2.0203
24 Dec 2018,2.0633
26 Dec 2018,1.9447
27 Dec 2018,2.1772
28 Dec 2018,1.7089
31 Dec 2018,1.8460
02 Jan 2019,1.7645
03 Jan 2019,1.2781
04 Jan 2019,0.9545
07 Jan 2019,1.2640
08 Jan 2019,1.1470
09 Jan 2019,1.1236
10 Jan 2019,1.1964
11 Jan 2019,1.0776
14 Jan 2019,1.1299
15 Jan 2019,1.1263
16 Jan 2019,1.0919
17 Jan 2019,1.3666
18 Jan 2019,1.5422
21 Jan 2019,1.6371
22 Jan 2019,1.4506
23 Jan 2019,1.7363
24 Jan 2019,1.8543
25 Jan 2019,1.9116
28 Jan 2019,1.7582
29 Jan 2019,1.8305
30 Jan 2019,1.8900
31 Jan 2019,1.9188
01 Feb 2019,1.8978
04 Feb 2019,1.6472
07 Feb 2019,1.7538
08 Feb 2019,1.6384
11 Feb 2019,1.8156
12 Feb 2019,1.7735
13 Feb 2019,1.7882
14 Feb 2019,1.7162
15 Feb 2019,1.6528
18 Feb 2019,1.5548
19 Feb 2019,1.5580
20 Feb 2019,1.7053
21 Feb 2019,1.5467
22 Feb 2019,1.5324
25 Feb 2019,1.7070
26 Feb 2019,1.6459
27 Feb 2019,1.5746
28 Feb 2019,1.4256
01 Mar 2019,1.6556
04 Mar 2019,1.8033
05 Mar 2019,1.4282
06 Mar 2019,1.3116
07 Mar 2019,1.2044
08 Mar 2019,1.2488
11 Mar 2019,1.0990
12 Mar 2019,1.1414
13 Mar 2019,1.0192
14 Mar 2019,1.0662
15 Mar 2019,1.0579
18 Mar 2019,1.2407
19 Mar 2019,1.2236
20 Mar 2019,1.4223
21 Mar 2019,1.5833
22 Mar 2019,1.6409
25 Mar 2019,1.6422
26 Mar 2019,1.5807
27 Mar 2019,1.6774
28 Mar 2019,1.8564
29 Mar 2019,1.8534
01 Apr 2019,2.2358
02 Apr 2019,1.5456
03 Apr 2019,1.5339
04 Apr 2019,1.4935
05 Apr 2019,1.4388
08 Apr 2019,1.7328
09 Apr 2019,1.7870
10 Apr 2019,1.7875
11 Apr 2019,1.7077
12 Apr 2019,1.6421
15 Apr 2019,1.6636
16 Apr 2019,1.6009
17 Apr 2019,1.6481
18 Apr 2019,1.6017
22 Apr 2019,1.7528
23 Apr 2019,1.7772
24 Apr 2019,1.7087
25 Apr 2019,1.6940
26 Apr 2019,1.7660
29 Apr 2019,1.6678
30 Apr 2019,1.8593
02 May 2019,2.0791
03 May 2019,1.9441
06 May 2019,1.9643
07 May 2019,1.9961
08 May 2019,2.1542
09 May 2019,1.9900
10 May 2019,1.7012
13 May 2019,1.7954
14 May 2019,1.6964
15 May 2019,1.8553
16 May 2019,1.7315
17 May 2019,1.8167
21 May 2019,2.0390
22 May 2019,1.6950
23 May 2019,1.7432
24 May 2019,1.4486
27 May 2019,1.7018
28 May 2019,1.6730
29 May 2019,1.8282
30 May 2019,1.9140
31 May 2019,1.5849
03 Jun 2019,1.8757
04 Jun 2019,1.7860
06 Jun 2019,1.6102
07 Jun 2019,1.3635
10 Jun 2019,1.9579
11 Jun 2019,1.9555
12 Jun 2019,2.1023
13 Jun 2019,1.8346
14 Jun 2019,1.1671
17 Jun 2019,1.2907
18 Jun 2019,1.2541
19 Jun 2019,1.3965
20 Jun 2019,1.2413
21 Jun 2019,1.2634
24 Jun 2019,1.5855
25 Jun 2019,1.5577
26 Jun 2019,1.4176
27 Jun 2019,1.3439
28 Jun 2019,1.4207
01 Jul 2019,1.6730
02 Jul 2019,1.5492
03 Jul 2019,1.5807
04 Jul 2019,1.5546
05 Jul 2019,1.3368
08 Jul 2019,1.5244
09 Jul 2019,1.4361
10 Jul 2019,1.4389
11 Jul 2019,1.4191
12 Jul 2019,1.2798
15 Jul 2019,1.3533
16 Jul 2019,1.3730
17 Jul 2019,1.3579
18 Jul 2019,1.4758
19 Jul 2019,1.5818
22 Jul 2019,1.7574
23 Jul 2019,1.7604
24 Jul 2019,1.6938
25 Jul 2019,1.6323
26 Jul 2019,1.5729
29 Jul 2019,1.6436
30 Jul 2019,1.7231
31 Jul 2019,1.9407
01 Aug 2019,1.9413
02 Aug 2019,1.6926
05 Aug 2019,1.7049
06 Aug 2019,1.7662
07 Aug 2019,1.8936
08 Aug 2019,1.6249
13 Aug 2019,1.8084
14 Aug 2019,1.6639
15 Aug 2019,1.6949
16 Aug 2019,1.5082
19 Aug 2019,1.6281
20 Aug 2019,1.4024
21 Aug 2019,1.2771
22 Aug 2019,1.3259
23 Aug 2019,1.2491
26 Aug 2019,1.2860
27 Aug 2019,1.3413
28 Aug 2019,1.4376
29 Aug 2019,1.6368
30 Aug 2019,1.9107
02 Sep 2019,1.7441
03 Sep 2019,1.4403
04 Sep 2019,1.5036
05 Sep 2019,1.5110
06 Sep 2019,1.5743
09 Sep 2019,1.6121
10 Sep 2019,1.7302
11 Sep 2019,1.6328
12 Sep 2019,1.6192
13 Sep 2019,1.4631
16 Sep 2019,1.4859
17 Sep 2019,1.5503
18 Sep 2019,1.4199
19 Sep 2019,1.1938
20 Sep 2019,0.7490
23 Sep 2019,0.6849
24 Sep 2019,0.7375
25 Sep 2019,1.2017
26 Sep 2019,1.5154
27 Sep 2019,1.5821
30 Sep 2019,1.5874
01 Oct 2019,1.7204
02 Oct 2019,1.4092
03 Oct 2019,1.4611
04 Oct 2019,1.3062
07 Oct 2019,1.1102
08 Oct 2019,1.1170
09 Oct 2019,0.9774
10 Oct 2019,1.0600
11 Oct 2019,1.1568
14 Oct 2019,1.2871
15 Oct 2019,1.0672
16 Oct 2019,1.0975
17 Oct 2019,1.2266
18 Oct 2019,1.2593
21 Oct 2019,1.2586
22 Oct 2019,1.3364
23 Oct 2019,1.4067
24 Oct 2019,1.5925
25 Oct 2019,1.4978
29 Oct 2019,1.7417
30 Oct 2019,1.7300
31 Oct 2019,1.6836
01 Nov 2019,1.6432
04 Nov 2019,1.3380
05 Nov 2019,1.0749
06 Nov 2019,0.8751
07 Nov 2019,0.7925
08 Nov 2019,0.5491
11 Nov 2019,0.7595
12 Nov 2019,0.6814
13 Nov 2019,0.9573
14 Nov 2019,0.9095
15 Nov 2019,0.9153
18 Nov 2019,1.1029
19 Nov 2019,1.0440
20 Nov 2019,1.0882
21 Nov 2019,1.3661
22 Nov 2019,1.5404
25 Nov 2019,1.5447
26 Nov 2019,1.5496
27 Nov 2019,1.5313
28 Nov 2019,1.4054
29 Nov 2019,1.4213
02 Dec 2019,1.6264
03 Dec 2019,1.5192
04 Dec 2019,1.2475
05 Dec 2019,1.1507
06 Dec 2019,1.2829
09 Dec 2019,1.3218
10 Dec 2019,1.3690
11 Dec 2019,1.3442
12 Dec 2019,1.2755
13 Dec 2019,1.0079
16 Dec 2019,1.1518
17 Dec 2019,0.6668
18 Dec 2019,0.4863
19 Dec 2019,0.2698
20 Dec 2019,0.9469
23 Dec 2019,1.4292
24 Dec 2019,1.9062
26 Dec 2019,1.9185
27 Dec 2019,1.3502
30 Dec 2019,1.1994
31 Dec 2019,1.0252
02 Jan 2020,1.3562
03 Jan 2020,1.6813
06 Jan 2020,1.2271
07 Jan 2020,0.9619
08 Jan 2020,1.0309
09 Jan 2020,1.0006
10 Jan 2020,1.0299
13 Jan 2020,1.1810
14 Jan 2020,1.0595
15 Jan 2020,0.8209
16 Jan 2020,0.8514
17 Jan 2020,0.9215
20 Jan 2020,1.1806
21 Jan 2020,0.7793
22 Jan 2020,1.0474
23 Jan 2020,1.0442
24 Jan 2020,1.0101
