Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE FLORENCE RESIDENCES,"1,335,000",936.47,"1,426",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,87,"15,345",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
COCO PALMS,"1,681,000","1,259.39","1,335",Jun-20,PASIR RIS GROVE,Resale,Strata,117,"14,368",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
THE GERANIUM,"1,088,000",990.29,"1,099",Jun-20,MANGIS ROAD,Resale,Strata,92,"11,826",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
COCO PALMS,"2,287,800","1,743.77","1,312",Jun-20,PASIR RIS GROVE,Resale,Strata,162,"14,122",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
PARC PALAIS,"1,350,000","1,237.86","1,091",Jun-20,HUME AVENUE,Resale,Strata,115,"11,739",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
THE HILLFORD,"475,000",398.27,"1,193",Jun-20,JALAN JURONG KECHIL,Resale,Strata,37,"12,838",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
KATONG APARTMENTS,"1,410,000","1,410.08","1,000",Jun-20,MANGIS ROAD,Resale,Strata,131,"10,763",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
JADESCAPE,"2,196,000","1,259.39","1,744",Jun-20,SHUNFU ROAD,New Sale,Strata,117,"18,769",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
THE MINTON,"1,260,000","1,679.18",750,Jun-20,HOUGANG STREET 11,Resale,Strata,156,"8,077",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
JADESCAPE,"2,763,000","1,646.89","1,678",Jun-20,SHUNFU ROAD,New Sale,Strata,153,"18,059",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
THE HILLFORD,"560,000",505.91,"1,107",Jun-20,JALAN JURONG KECHIL,Resale,Strata,47,"11,915",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
JADESCAPE,"966,000",527.44,"1,832",Jun-20,SHUNFU ROAD,New Sale,Strata,49,"19,714",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,21 to 25
AFFINITY AT SERANGOON,"934,000",613.55,"1,522",Jun-20,SERANGOON NORTH AVENUE 1,New Sale,Strata,57,"16,386",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,658,000","1,237.86","1,339",Jun-20,TAMPINES LANE,New Sale,Strata,115,"14,409","1,657,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
JADESCAPE,"921,800",527.44,"1,748",Jun-20,SHUNFU ROAD,New Sale,Strata,49,"18,812",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
JADESCAPE,"925,800",527.44,"1,755",Jun-20,SHUNFU ROAD,New Sale,Strata,49,"18,894",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
RIVERFRONT RESIDENCES,"1,189,000",914.94,"1,300",Jun-20,HOUGANG AVENUE 7,New Sale,Strata,85,"13,988",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,348,000","1,033.34","1,304",Jun-20,TAMPINES LANE,New Sale,Strata,96,"14,031","1,347,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"2,009,000","1,485.43","1,352",Jun-20,HOUGANG AVENUE 7,New Sale,Strata,138,"14,558",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
JADESCAPE,"1,328,000",764.24,"1,738",Jun-20,SHUNFU ROAD,New Sale,Strata,71,"18,704",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
MANDARIN GARDENS,"1,550,000","1,571.54",986,Jun-20,SIGLAP ROAD,Resale,Strata,146,"10,616",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,194,000",753.48,"1,585",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,70,"17,057",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
PARC CENTROS,"1,500,000","1,711.48",876,Jun-20,PUNGGOL CENTRAL,Resale,Strata,159,"9,434",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
CRYSTAL RHU,"1,630,000","1,065.64","1,530",Jun-20,TANJONG RHU ROAD,Resale,Strata,99,"16,465",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
PINE GROVE,"1,380,000","1,689.95",817,Jun-20,PINE GROVE,Resale,Strata,157,"8,790",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,06 to 10
BOTANIQUE AT BARTLEY,"1,715,000","1,130.22","1,517",Jun-20,UPPER PAYA LEBAR ROAD,Sub Sale,Strata,105,"16,333",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
THE GARDEN RESIDENCES,"726,400",452.09,"1,607",Jun-20,SERANGOON NORTH VIEW,New Sale,Strata,42,"17,295",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
DAINTREE RESIDENCE,"1,142,660",678.13,"1,685",Jun-20,TOH TUCK ROAD,New Sale,Strata,63,"18,137",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"1,145,430",710.42,"1,612",Jun-20,TOH TUCK ROAD,New Sale,Strata,66,"17,355",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"1,233,890",742.72,"1,661",Jun-20,TOH TUCK ROAD,New Sale,Strata,69,"17,882",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"1,803,380","1,054.87","1,710",Jun-20,TOH TUCK ROAD,New Sale,Strata,98,"18,402",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
JADESCAPE,"3,146,400","2,098.98","1,499",Jun-20,SHUNFU ROAD,New Sale,Strata,195,"16,135",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,01 to 05
JADESCAPE,"1,879,400","1,140.98","1,647",Jun-20,SHUNFU ROAD,New Sale,Strata,106,"17,730",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,01 to 05
MAYFAIR MODERN,"998,000",516.67,"1,932",Jun-20,RIFLE RANGE ROAD,New Sale,Strata,48,"20,792",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
VIEW AT KISMIS,"1,500,000",893.41,"1,679",Jun-20,LORONG KISMIS,New Sale,Strata,83,"18,072",-,Apartment,1,99 yrs lease commencing from 2019,21,Rest of Central Region,01 to 05
TREASURE AT TAMPINES,"990,000",678.13,"1,458",Jun-20,TAMPINES LANE,New Sale,Strata,63,"15,698","989,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,571,000","1,237.86","1,268",Jun-20,TAMPINES LANE,New Sale,Strata,115,"13,652","1,570,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
JADESCAPE,"949,000",527.44,"1,799",Jun-20,SHUNFU ROAD,New Sale,Strata,49,"19,367",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
TREASURE AT TAMPINES,"1,426,000","1,033.34","1,379",Jun-20,TAMPINES LANE,New Sale,Strata,96,"14,844","1,425,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
AMBER 45,"3,848,000","1,593.07","2,415",Jun-20,AMBER ROAD,New Sale,Strata,148,"26,000",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
RIVERFRONT RESIDENCES,"706,000",516.67,"1,366",Jun-20,HOUGANG AVENUE 7,New Sale,Strata,48,"14,708",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,242,000",914.94,"1,356",Jun-20,TAMPINES LANE,New Sale,Strata,85,"14,600","1,241,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"735,000",516.67,"1,423",Jun-20,HOUGANG AVENUE 7,New Sale,Strata,48,"15,313",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"917,000",678.13,"1,351",Jun-20,TAMPINES LANE,New Sale,Strata,63,"14,540","916,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
THE TAPESTRY,"2,280,420","1,765.3","1,292",Jun-20,TAMPINES STREET 86,New Sale,Strata,164,"13,905",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
THE TAPESTRY,"865,100",602.78,"1,435",Jun-20,TAMPINES STREET 86,New Sale,Strata,56,"15,448",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,246,000",925.7,"1,346",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,86,"14,488",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"869,000",527.44,"1,648",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,49,"17,735",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,562,000","1,011.82","1,544",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,94,"16,617",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"1,593,000","1,011.82","1,574",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,94,"16,947",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,531,000","1,011.82","1,513",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,94,"16,287",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
DAINTREE RESIDENCE,"1,181,370",678.13,"1,742",Jun-20,TOH TUCK ROAD,New Sale,Strata,63,"18,752",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"1,191,500",742.72,"1,604",Jun-20,TOH TUCK ROAD,New Sale,Strata,69,"17,268",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"1,138,060",710.42,"1,602",Jun-20,TOH TUCK ROAD,New Sale,Strata,66,"17,243",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"1,203,480",710.42,"1,694",Jun-20,TOH TUCK ROAD,New Sale,Strata,66,"18,235",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"1,223,760",742.72,"1,648",Jun-20,TOH TUCK ROAD,New Sale,Strata,69,"17,736",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
AFFINITY AT SERANGOON,"1,160,000",731.95,"1,585",Jun-20,SERANGOON NORTH AVENUE 1,New Sale,Strata,68,"17,059",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
JADESCAPE,"1,359,700",764.24,"1,779",Jun-20,SHUNFU ROAD,New Sale,Strata,71,"19,151",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
THE JOVELL,"934,000",721.19,"1,295",Jun-20,FLORA DRIVE,New Sale,Strata,67,"13,940",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"756,000",473.62,"1,596",Jun-20,SERANGOON NORTH AVENUE 1,New Sale,Strata,44,"17,182",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"1,148,000",731.95,"1,568",Jun-20,SERANGOON NORTH AVENUE 1,New Sale,Strata,68,"16,882",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"984,000",678.13,"1,450",Jun-20,TAMPINES LANE,New Sale,Strata,63,"15,603","983,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"842,000",538.2,"1,564",Jun-20,SERANGOON NORTH AVENUE 1,New Sale,Strata,50,"16,840",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE TAPESTRY,"1,275,750",990.29,"1,288",Jun-20,TAMPINES STREET 86,New Sale,Strata,92,"13,867",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
THE TAPESTRY,"2,173,820","1,765.3","1,231",Jun-20,TAMPINES STREET 86,New Sale,Strata,164,"13,255",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
THE TAPESTRY,"878,220",602.78,"1,457",Jun-20,TAMPINES STREET 86,New Sale,Strata,56,"15,683",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
JADESCAPE,"1,308,700",764.24,"1,712",Jun-20,SHUNFU ROAD,New Sale,Strata,71,"18,432",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,038,000",667.37,"1,555",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,62,"16,742",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"1,225,000",914.94,"1,338",Jun-20,TAMPINES LANE,New Sale,Strata,85,"14,400","1,224,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
THE GARDEN RESIDENCES,"1,479,000",904.18,"1,636",Jun-20,SERANGOON NORTH VIEW,New Sale,Strata,84,"17,607",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
DAINTREE RESIDENCE,"1,100,280",678.13,"1,623",Jun-20,TOH TUCK ROAD,New Sale,Strata,63,"17,465",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"916,900",538.2,"1,704",Jun-20,TOH TUCK ROAD,New Sale,Strata,50,"18,338",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
JADESCAPE,"1,352,000",764.24,"1,769",Jun-20,SHUNFU ROAD,New Sale,Strata,71,"19,042",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
AFFINITY AT SERANGOON,"1,036,000",624.31,"1,659",Jun-20,SERANGOON NORTH AVENUE 1,New Sale,Strata,58,"17,862",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"980,000",678.13,"1,430",Jun-20,TAMPINES LANE,New Sale,Strata,63,"15,397","970,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"921,000",656.6,"1,401",Jun-20,TAMPINES LANE,New Sale,Strata,61,"15,082","920,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
JADESCAPE,"1,318,000",764.24,"1,725",Jun-20,SHUNFU ROAD,New Sale,Strata,71,"18,563",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
JADESCAPE,"1,343,000",764.24,"1,757",Jun-20,SHUNFU ROAD,New Sale,Strata,71,"18,915",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
TREASURE AT TAMPINES,"897,000",678.13,"1,321",Jun-20,TAMPINES LANE,New Sale,Strata,63,"14,222","896,000",Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
RIVER ISLES,"1,045,000","1,140.98",916,Jun-20,EDGEDALE PLAINS,Resale,Strata,106,"9,858",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE TAPESTRY,"1,208,680",925.7,"1,306",Jun-20,TAMPINES STREET 86,New Sale,Strata,86,"14,054",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
THE TAPESTRY,"2,269,760","1,765.3","1,286",Jun-20,TAMPINES STREET 86,New Sale,Strata,164,"13,840",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
THE TAPESTRY,"1,264,440",990.29,"1,277",Jun-20,TAMPINES STREET 86,New Sale,Strata,92,"13,744",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
CASA AL MARE,"1,723,000","1,097.93","1,569",Jun-20,JALAN LOYANG BESAR,New Sale,Strata,102,"16,892",-,Apartment,1,Freehold,17,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"977,000",635.08,"1,538",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,59,"16,559",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,793,000","1,280.92","1,400",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,119,"15,067",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"949,000",635.08,"1,494",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,59,"16,085",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"970,000",635.08,"1,527",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,59,"16,441",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"839,000",527.44,"1,591",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,49,"17,122",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,385,000",925.7,"1,496",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,86,"16,105",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,493,000","1,011.82","1,476",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,94,"15,883",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,465,900",904.18,"1,621",Jun-20,SERANGOON NORTH VIEW,New Sale,Strata,84,"17,451",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,619,000","1,087.16","1,489",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,101,"16,030",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"737,000",473.62,"1,556",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,44,"16,750",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"740,000",473.62,"1,562",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,44,"16,818",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,164,000",699.66,"1,664",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,65,"17,908",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"751,000",484.38,"1,550",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,45,"16,689",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,309,000",936.47,"1,398",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,87,"15,046",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
CHANGI RISE CONDOMINIUM,"930,000","1,280.92",726,Jun-20,SIMEI RISE,Resale,Strata,119,"7,815",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
SUITES @ PAYA LEBAR,"510,000",387.5,"1,316",Jun-20,UPPER PAYA LEBAR ROAD,Resale,Strata,36,"14,167",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"741,300",452.09,"1,640",Jun-20,SERANGOON NORTH VIEW,New Sale,Strata,42,"17,650",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,129,000",882.65,"1,279",Jun-20,TAMPINES LANE,New Sale,Strata,82,"13,768",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
JADESCAPE,"3,160,000","2,098.98","1,505",Jun-20,SHUNFU ROAD,New Sale,Strata,195,"16,205",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,01 to 05
TREASURE AT TAMPINES,"860,000",592.02,"1,453",Jun-20,TAMPINES LANE,New Sale,Strata,55,"15,636",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,245,000",914.94,"1,361",Jun-20,HOUGANG AVENUE 7,New Sale,Strata,85,"14,647",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE TAPESTRY,"1,256,240",990.29,"1,269",Jun-20,TAMPINES STREET 86,New Sale,Strata,92,"13,655",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,054,000",721.19,"1,461",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,67,"15,731",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,606,000","1,076.4","1,492",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,100,"16,060",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"1,061,000",667.37,"1,590",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,62,"17,113",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,969,000","1,388.56","1,418",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,129,"15,264",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE INFLORA,"650,800",742.72,876,Jun-20,FLORA DRIVE,Resale,Strata,69,"9,432",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
FLAMINGO VALLEY,"1,220,000",861.12,"1,417",Jun-20,SIGLAP ROAD,Resale,Strata,80,"15,250",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
VIBES @ EAST COAST,"585,000",419.8,"1,394",Jun-20,TELOK KURAU ROAD,Resale,Strata,39,"15,000",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE HILLFORD,"660,000",656.6,"1,005",Jun-20,JALAN JURONG KECHIL,Resale,Strata,61,"10,820",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
JADESCAPE,"2,268,000","1,259.39","1,801",Jun-20,SHUNFU ROAD,New Sale,Strata,117,"19,385",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
BRADDELL VIEW,"1,200,000","1,453.14",826,Jun-20,BRADDELL HILL,Resale,Strata,135,"8,889",-,Apartment,1,103 yrs lease commencing from 1975,20,Rest of Central Region,11 to 15
TREASURE AT TAMPINES,"1,164,000",882.65,"1,319",Jun-20,TAMPINES LANE,New Sale,Strata,82,"14,195",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,387,000","1,033.34","1,342",Jun-20,TAMPINES LANE,New Sale,Strata,96,"14,448",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
PINE GROVE,"1,430,000","1,679.18",852,Jun-20,PINE GROVE,Resale,Strata,156,"9,167",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,06 to 10
AMBER 45,"3,100,000","1,517.72","2,043",Jun-20,AMBER ROAD,New Sale,Strata,141,"21,986",-,Apartment,1,Freehold,15,Rest of Central Region,21 to 25
TREASURE AT TAMPINES,"892,000",678.13,"1,315",Jun-20,TAMPINES LANE,New Sale,Strata,63,"14,159",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE TAPESTRY,"2,248,440","1,765.3","1,274",Jun-20,TAMPINES STREET 86,New Sale,Strata,164,"13,710",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
JADESCAPE,"1,308,700",764.24,"1,712",Jun-20,SHUNFU ROAD,New Sale,Strata,71,"18,432",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
THE FLORENCE RESIDENCES,"752,000",484.38,"1,553",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,45,"16,711",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,069,000",721.19,"1,482",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,67,"15,955",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"796,000",484.38,"1,643",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,45,"17,689",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,339,000","1,022.58","1,309",Jun-20,HOUGANG AVENUE 2,New Sale,Strata,95,"14,095",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
SEA ESTA,"1,250,000","1,205.57","1,037",Jun-20,PASIR RIS LINK,Resale,Strata,112,"11,161",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
SPRINGDALE CONDOMINIUM,"1,035,000",925.7,"1,118",Jun-20,HINDHEDE WALK,Resale,Strata,86,"12,035",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"688,000",462.85,"1,486",Jun-20,LORONG HOW SUN,Resale,Strata,43,"16,000",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE LUXURIE,"878,000",775.01,"1,133",Jun-20,COMPASSVALE ROAD,Resale,Strata,72,"12,194",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
DAINTREE RESIDENCE,"1,206,250",699.66,"1,724",Jun-20,TOH TUCK ROAD,New Sale,Strata,65,"18,558",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"1,696,490","1,001.05","1,695",Jun-20,TOH TUCK ROAD,New Sale,Strata,93,"18,242",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
PROSPERO VILLE,"1,450,000","2,174.33",667,Jun-20,LORONG K TELOK KURAU,Resale,Strata,202,"7,178",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
AMBER PARK,"1,823,310",742.72,"2,455",Jun-20,AMBER GARDENS,New Sale,Strata,69,"26,425",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
