Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PARC ESTA,"1,873,000","1,119.46","1,673",Jul-20,SIMS AVENUE,New Sale,Strata,104,"18,010",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
PARC ESTA,"1,879,000","1,119.46","1,678",Jul-20,SIMS AVENUE,New Sale,Strata,104,"18,067",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
PARC ESTA,"2,076,000","1,227.1","1,692",Jul-20,SIMS AVENUE,New Sale,Strata,114,"18,211",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
PARC ESTA,"1,308,000",699.66,"1,869",Jul-20,SIMS AVENUE,New Sale,Strata,65,"20,123",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
PARC ESTA,"1,687,000","1,022.58","1,650",Jul-20,SIMS AVENUE,New Sale,Strata,95,"17,758",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
THE AXIS,"1,128,000",818.06,"1,379",Jul-20,MANDALAY ROAD,Resale,Strata,76,"14,842",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE POIZ RESIDENCES,"715,000",419.8,"1,703",Jul-20,MEYAPPA CHETTIAR ROAD,Sub Sale,Strata,39,"18,333",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
THE RIVERINE BY THE PARK,"1,880,000","1,205.57","1,559",Jul-20,KALLANG ROAD,Resale,Strata,112,"16,786",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
WATERBANK AT DAKOTA,"2,608,000","1,571.54","1,660",Jul-20,DAKOTA CRESCENT,Resale,Strata,146,"17,863",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,06 to 10
PARK PLACE RESIDENCES AT PLQ,"1,390,000",678.13,"2,050",Jul-20,PAYA LEBAR ROAD,Sub Sale,Strata,63,"22,063",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,06 to 10
PULLMAN RESIDENCES NEWTON,"1,270,000",462.85,"2,744",Jul-20,DUNEARN ROAD,New Sale,Strata,43,"29,535",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"1,436,000",721.19,"1,991",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,67,"21,433",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,677,000",850.36,"1,972",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,79,"21,228",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
PARC ESTA,"2,076,000","1,227.1","1,692",Jul-20,SIMS AVENUE,New Sale,Strata,114,"18,211",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
PARC ESTA,"1,355,000",721.19,"1,879",Jul-20,SIMS AVENUE,New Sale,Strata,67,"20,224",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
PARC ESTA,"1,692,000",914.94,"1,849",Jul-20,SIMS AVENUE,New Sale,Strata,85,"19,906",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
FYVE DERBYSHIRE,"1,477,000",656.6,"2,249",Jul-20,DERBYSHIRE ROAD,New Sale,Strata,61,"24,213",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
THE TRE VER,"1,674,000","1,011.82","1,654",Jul-20,POTONG PASIR AVENUE 1,New Sale,Strata,94,"17,809",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
EUHABITAT,"708,000",559.73,"1,265",Jul-20,JALAN EUNOS,Resale,Strata,52,"13,615",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,254,000",667.37,"1,879",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,62,"20,226",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
HILLCREST ARCADIA,"1,848,000","1,819.12","1,016",Jul-20,ARCADIA ROAD,Resale,Strata,169,"10,935",-,Condominium,1,99 yrs lease commencing from 1975,11,Core Central Region,01 to 05
EIGHT RIVERSUITES,"920,000",699.66,"1,315",Jul-20,WHAMPOA EAST,Resale,Strata,65,"14,154",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,06 to 10
VISTA RESIDENCES,"980,000",635.08,"1,543",Jul-20,JALAN DATOH,Resale,Strata,59,"16,610",-,Condominium,1,Freehold,12,Rest of Central Region,11 to 15
RESIDENCES 88,"560,000",430.56,"1,301",Jul-20,LORONG MARICAN,Resale,Strata,40,"14,000",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
BARTLEY RIDGE,"1,058,888",721.19,"1,468",Jul-20,MOUNT VERNON ROAD,Resale,Strata,67,"15,804",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
JUI RESIDENCES,"1,710,000",947.23,"1,805",Jul-20,SERANGOON ROAD,New Sale,Strata,88,"19,432",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
18 WOODSVILLE,"1,200,000",968.76,"1,239",Jul-20,WOODSVILLE CLOSE,Resale,Strata,90,"13,333",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,304,000",688.9,"1,893",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,64,"20,375",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
VISTA RESIDENCES,"1,420,000",904.18,"1,570",Jul-20,JALAN DATOH,Resale,Strata,84,"16,905",-,Condominium,1,Freehold,12,Rest of Central Region,06 to 10
REZI 24,"838,800",527.44,"1,590",Jul-20,LORONG 24 GEYLANG,New Sale,Strata,49,"17,118",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE TRE VER,"1,634,000","1,011.82","1,615",Jul-20,POTONG PASIR AVENUE 1,New Sale,Strata,94,"17,383",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
PARC ESTA,"1,585,000",925.7,"1,712",Jul-20,SIMS AVENUE,New Sale,Strata,86,"18,430",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
BARTLEY RIDGE,"695,000",462.85,"1,502",Jul-20,MOUNT VERNON ROAD,Resale,Strata,43,"16,163",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
SKYSUITES17,"1,520,000","1,065.64","1,426",Jul-20,JALAN RAJAH,Resale,Strata,99,"15,354",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
THE SUNNY SPRING,"1,358,000","1,194.8","1,137",Jul-20,LORONG 40 GEYLANG,Resale,Strata,111,"12,234",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
M66,"661,500",516.67,"1,280",Jul-20,MOONSTONE LANE,Resale,Strata,48,"13,781",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
MIRO,"1,950,000","1,248.62","1,562",Jul-20,LINCOLN ROAD,Resale,Strata,116,"16,810",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
THE ALCOVE,"1,100,000","1,377.79",798,Jul-20,LORONG 27 GEYLANG,Resale,Strata,128,"8,594",-,Apartment,1,99 yrs lease commencing from 2000,14,Rest of Central Region,01 to 05
PINNACLE 16,"1,750,000","1,259.39","1,390",Jul-20,SHAN ROAD,Resale,Strata,117,"14,957",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
PULLMAN RESIDENCES NEWTON,"1,780,000",667.37,"2,667",Jul-20,DUNEARN ROAD,New Sale,Strata,62,"28,710",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"1,170,000",592.02,"1,976",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,55,"21,273",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
THE TRE VER,"1,665,000","1,097.93","1,516",Jul-20,POTONG PASIR AVENUE 1,New Sale,Strata,102,"16,324",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
PARC ESTA,"1,304,000",699.66,"1,864",Jul-20,SIMS AVENUE,New Sale,Strata,65,"20,062",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
PARC ESTA,"1,756,000","1,033.34","1,699",Jul-20,SIMS AVENUE,New Sale,Strata,96,"18,292",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
NINETEEN SHELFORD ROAD,"1,442,888",904.18,"1,596",Jul-20,SHELFORD ROAD,Resale,Strata,84,"17,177",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
TREVISTA,"1,300,000",925.7,"1,404",Jul-20,LORONG 3 TOA PAYOH,Resale,Strata,86,"15,116",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,16 to 20
SUITES@CHANGI,"530,000",409.03,"1,296",Jul-20,CHANGI ROAD,Resale,Strata,38,"13,947",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
NIN RESIDENCE,"1,160,000",904.18,"1,283",Jul-20,PHENG GECK AVENUE,Resale,Strata,84,"13,810",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,06 to 10
SIMS URBAN OASIS,"950,000",624.31,"1,522",Jul-20,SIMS DRIVE,Resale,Strata,58,"16,379",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
VERTICUS,"954,360",441.32,"2,162",Jul-20,JALAN KEMAMAN,New Sale,Strata,41,"23,277",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
FYVE DERBYSHIRE,"1,456,000",656.6,"2,217",Jul-20,DERBYSHIRE ROAD,New Sale,Strata,61,"23,869",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
MOONSTONE ROYALE,"572,888",473.62,"1,210",Jul-20,MOONSTONE LANE,Resale,Strata,44,"13,020",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
SIMS URBAN OASIS,"1,013,000",667.37,"1,518",Jul-20,SIMS DRIVE,Resale,Strata,62,"16,339",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
SIMS URBAN OASIS,"718,000",462.85,"1,551",Jul-20,SIMS DRIVE,Resale,Strata,43,"16,698",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
TREVISTA,"1,650,000","1,140.98","1,446",Jul-20,LORONG 3 TOA PAYOH,Resale,Strata,106,"15,566",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,16 to 20
EIGHT RIVERSUITES,"1,040,000",699.66,"1,486",Jul-20,WHAMPOA EAST,Resale,Strata,65,"16,000",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
THE WOODLEIGH RESIDENCES,"1,585,000",850.36,"1,864",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,79,"20,063",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
PULLMAN RESIDENCES NEWTON,"1,767,000",667.37,"2,648",Jul-20,DUNEARN ROAD,New Sale,Strata,62,"28,500",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
MEDGE,"860,000",613.55,"1,402",Jul-20,MINBU ROAD,Resale,Strata,57,"15,088",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
PARC ESTA,"1,898,000","1,119.46","1,695",Jul-20,SIMS AVENUE,New Sale,Strata,104,"18,250",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
PARC ESTA,"1,922,000","1,119.46","1,717",Jul-20,SIMS AVENUE,New Sale,Strata,104,"18,481",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
PAPILLON,"918,000","1,097.93",836,Jul-20,JALAN RAMA RAMA,Resale,Strata,102,"9,000",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
SIMS URBAN OASIS,"948,000",624.31,"1,518",Jul-20,SIMS DRIVE,Resale,Strata,58,"16,345",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
GUILLEMARD EDGE,"648,000",441.32,"1,468",Jul-20,LORONG 30 GEYLANG,Resale,Strata,41,"15,805",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
TREVISTA,"1,660,000","1,140.98","1,455",Jul-20,LORONG 3 TOA PAYOH,Resale,Strata,106,"15,660",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,36 to 40
EIGHT RIVERSUITES,"1,340,000",979.52,"1,368",Jul-20,WHAMPOA EAST,Resale,Strata,91,"14,725",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"1,249,000",688.9,"1,813",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,64,"19,516",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,264,000",688.9,"1,835",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,64,"19,750",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"1,117,000",592.02,"1,887",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,55,"20,309",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE ANTARES,"850,680",452.09,"1,882",Jul-20,MATTAR ROAD,New Sale,Strata,42,"20,254",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
VERTICUS,"1,616,000",775.01,"2,085",Jul-20,JALAN KEMAMAN,New Sale,Strata,72,"22,444",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
FYVE DERBYSHIRE,"1,882,000",796.54,"2,363",Jul-20,DERBYSHIRE ROAD,New Sale,Strata,74,"25,432",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
THE TRE VER,"1,828,000","1,108.69","1,649",Jul-20,POTONG PASIR AVENUE 1,New Sale,Strata,103,"17,748",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
THE TRE VER,"1,659,000","1,011.82","1,640",Jul-20,POTONG PASIR AVENUE 1,New Sale,Strata,94,"17,649",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
PARC ESTA,"1,941,000","1,119.46","1,734",Jul-20,SIMS AVENUE,New Sale,Strata,104,"18,663",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
JUI RESIDENCES,"1,470,000",882.65,"1,665",Jul-20,SERANGOON ROAD,New Sale,Strata,82,"17,927",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,026,000",592.02,"1,733",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,55,"18,655",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,230,000",667.37,"1,843",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,62,"19,839",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"2,139,000","1,076.4","1,987",Jul-20,BIDADARI PARK DRIVE,New Sale,Strata,100,"21,390",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
TEDGE,"1,539,890",925.7,"1,663",Jul-20,CHANGI ROAD,New Sale,Strata,86,"17,906",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
THE TRE VER,"1,794,000","1,097.93","1,634",Jul-20,POTONG PASIR AVENUE 1,New Sale,Strata,102,"17,588",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
TEDGE,"1,190,000",775.01,"1,535",Jul-20,CHANGI ROAD,New Sale,Strata,72,"16,528",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
RESIDENTIAL APARTMENTS,"838,000","1,076.4",779,Jul-20,BALESTIER ROAD,Resale,Strata,100,"8,380",-,Apartment,1,9999 yrs lease commencing from 1961,12,Rest of Central Region,01 to 05
EASTPAC BUILDING,"1,950,000","2,798.64",697,Jul-20,BALESTIER ROAD,Resale,Strata,260,"7,500",-,Apartment,2,Freehold,12,Rest of Central Region,01 to 05
BEACON HEIGHTS,"1,170,000","1,076.4","1,087",Jul-20,MAR THOMA ROAD,Resale,Strata,100,"11,700",-,Condominium,1,999 yrs lease commencing from 1882,12,Rest of Central Region,06 to 10
PARC ESTA,"2,082,000","1,227.1","1,697",Jul-20,SIMS AVENUE,New Sale,Strata,114,"18,263",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
THE ARTE,"1,990,000","1,528.49","1,302",Jul-20,JALAN RAJA UDANG,Resale,Strata,142,"14,014",-,Condominium,1,Freehold,12,Rest of Central Region,06 to 10
THE ACACIAS,"1,361,000","1,227.1","1,109",Jul-20,SOMMERVILLE ROAD,Resale,Strata,114,"11,939",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
THE HELICONIA,"1,350,000","1,313.21","1,028",Jul-20,JALAN DAUD,Resale,Strata,122,"11,066",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
SUNVILLE,"1,300,000","1,173.28","1,108",Jul-20,ST. MICHAEL'S ROAD,Resale,Strata,109,"11,927",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
VACANZA @ EAST,"1,200,000","1,033.34","1,161",Jul-20,LENGKONG TUJOH,Resale,Strata,96,"12,500",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
THE ANTARES,"1,206,660",688.9,"1,752",Jul-20,MATTAR ROAD,New Sale,Strata,64,"18,854",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
PAVILION 11,"2,400,000","1,485.43","1,616",Jul-20,AKYAB ROAD,Resale,Strata,138,"17,391",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
SKY@ELEVEN,"3,700,000","2,271.2","1,629",Jul-20,THOMSON LANE,Resale,Strata,211,"17,536",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
PARC ESTA,"1,928,000","1,119.46","1,722",Jul-20,SIMS AVENUE,New Sale,Strata,104,"18,538",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
PARC ESTA,"1,280,000",742.72,"1,723",Jul-20,SIMS AVENUE,New Sale,Strata,69,"18,551",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
PARC ESTA,"1,738,000","1,022.58","1,700",Jul-20,SIMS AVENUE,New Sale,Strata,95,"18,295",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
E MAISON,"1,252,000",936.47,"1,337",Jul-20,BRADDELL ROAD,Resale,Strata,87,"14,391",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
EUHABITAT,"650,000",548.96,"1,184",Jul-20,JALAN EUNOS,Resale,Strata,51,"12,745",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
ASTOR,"920,000","1,119.46",822,Jul-20,LENGKONG EMPAT,Resale,Strata,104,"8,846",-,Apartment,1,99 yrs lease commencing from 2002,14,Outside Central Region,06 to 10
SIMS RESIDENCES,"1,190,000","1,453.14",819,Jul-20,LORONG 39 GEYLANG,Resale,Strata,135,"8,815",-,Apartment,1,99 yrs lease commencing from 1997,14,Rest of Central Region,06 to 10
THE ALCOVE,"830,000","1,087.16",763,Jul-20,LORONG 27 GEYLANG,Resale,Strata,101,"8,218",-,Apartment,1,99 yrs lease commencing from 2000,14,Rest of Central Region,01 to 05
PARK COLONIAL,"1,930,000","1,011.82","1,907",Jul-20,WOODLEIGH LANE,New Sale,Strata,94,"20,532",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
BARTLEY RIDGE,"1,450,000","1,033.34","1,403",Jul-20,MOUNT VERNON ROAD,Resale,Strata,96,"15,104",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,16 to 20
DE ROYALE,"1,335,000","1,054.87","1,266",Jul-20,JALAN RAMA RAMA,Resale,Strata,98,"13,622",-,Condominium,1,Freehold,12,Rest of Central Region,11 to 15
ADAM PARK CONDOMINIUM,"1,800,000","1,162.51","1,548",Jul-20,ADAM ROAD,Resale,Strata,108,"16,667",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
TEN @ SUFFOLK,"1,780,000","1,205.57","1,476",Jul-20,SUFFOLK ROAD,Resale,Strata,112,"15,893",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
EURO-ASIA PARK,"1,150,000",861.12,"1,335",Jul-20,WOODLEIGH CLOSE,Resale,Strata,80,"14,375",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
D'WEAVE,"660,000",441.32,"1,495",Jul-20,LORONG 39 GEYLANG,Resale,Strata,41,"16,098",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
JUI RESIDENCES,"1,505,000",882.65,"1,705",Jul-20,SERANGOON ROAD,New Sale,Strata,82,"18,354",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
URBAN TREASURES,"832,200",452.09,"1,841",Jul-20,JALAN EUNOS,New Sale,Strata,42,"19,814",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
35 GILSTEAD,"2,579,360","1,011.82","2,549",Jul-20,GILSTEAD ROAD,New Sale,Strata,94,"27,440",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
FYVE DERBYSHIRE,"2,052,000",936.47,"2,191",Jul-20,DERBYSHIRE ROAD,New Sale,Strata,87,"23,586",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
THE EBONY,"513,000",355.21,"1,444",Jul-20,LORONG MARICAN,Resale,Strata,33,"15,545",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
REGAL COURT,"933,000",958,974,Jul-20,KIM KEAT ROAD,Resale,Strata,89,"10,483",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
