Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
DUO RESIDENCES,"4,048,000","1,840.64","2,199",Apr-19,FRASER STREET,New Sale,Strata,171,"23,673",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,41 to 45
ARTRA,"2,239,000","1,227.1","1,825",Apr-19,ALEXANDRA VIEW,New Sale,Strata,114,"19,640",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,31 to 35
WHISTLER GRAND,"1,071,630",764.24,"1,402",Apr-19,WEST COAST VALE,New Sale,Strata,71,"15,093",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,11 to 15
STIRLING RESIDENCES,"1,120,000",656.6,"1,706",Apr-19,STIRLING ROAD,New Sale,Strata,61,"18,361",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,456,000",785.77,"1,853",Apr-19,STIRLING ROAD,New Sale,Strata,73,"19,945",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
SOUTH BEACH RESIDENCES,"7,495,000","2,260.44","3,316",Apr-19,BEACH ROAD,Resale,Strata,210,"35,690",-,Apartment,1,99 yrs lease commencing from 2007,07,Core Central Region,21 to 25
SKYSUITES@ANSON,"928,000",365.98,"2,536",Apr-19,ENGGOR STREET,Resale,Strata,34,"27,294",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,41 to 45
SOUTH BEACH RESIDENCES,"6,732,000","2,098.98","3,207",Apr-19,BEACH ROAD,Resale,Strata,195,"34,523",-,Apartment,1,99 yrs lease commencing from 2007,07,Core Central Region,31 to 35
SOUTH BEACH RESIDENCES,"6,343,920","1,915.99","3,311",Apr-19,BEACH ROAD,Resale,Strata,178,"35,640",-,Apartment,1,99 yrs lease commencing from 2007,07,Core Central Region,31 to 35
WALLICH RESIDENCE,"3,550,000","1,097.93","3,233",Apr-19,WALLICH STREET,Resale,Strata,102,"34,804",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,41 to 45
BOTANNIA,"1,540,000","1,280.92","1,202",Apr-19,WEST COAST PARK,Resale,Strata,119,"12,941",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
MARGARET VILLE,"1,509,396",914.94,"1,650",Apr-19,MARGARET DRIVE,New Sale,Strata,85,"17,758",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,124,000",656.6,"1,712",Apr-19,STIRLING ROAD,New Sale,Strata,61,"18,426",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
SOUTH BEACH RESIDENCES,"5,043,951","1,442.38","3,497",Apr-19,BEACH ROAD,Resale,Strata,134,"37,641",-,Apartment,1,99 yrs lease commencing from 2007,07,Core Central Region,36 to 40
THE CREST,"1,739,500",796.54,"2,184",Apr-19,PRINCE CHARLES CRESCENT,Resale,Strata,74,"23,507",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
PARC IMPERIAL,"1,300,000",904.18,"1,438",Apr-19,PASIR PANJANG ROAD,Resale,Strata,84,"15,476",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
ONZE @ TANJONG PAGAR,"2,880,000","1,140.98","2,524",Apr-19,KEE SENG STREET,Resale,Strata,106,"27,170",-,Apartment,1,Freehold,02,Rest of Central Region,11 to 15
BLUE HORIZON,"960,000",936.47,"1,025",Apr-19,WEST COAST CRESCENT,Resale,Strata,87,"11,034",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,06 to 10
SPOTTISWOODE RESIDENCES,"1,167,000",602.78,"1,936",Apr-19,SPOTTISWOODE PARK ROAD,Resale,Strata,56,"20,839",-,Condominium,1,Freehold,02,Rest of Central Region,26 to 30
ICON,"985,000",570.49,"1,727",Apr-19,GOPENG STREET,Resale,Strata,53,"18,585",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,06 to 10
ARTRA,"2,297,100","1,227.1","1,872",Apr-19,ALEXANDRA VIEW,New Sale,Strata,114,"20,150",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,36 to 40
WHISTLER GRAND,"707,130",505.91,"1,398",Apr-19,WEST COAST VALE,New Sale,Strata,47,"15,045",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,01 to 05
MARGARET VILLE,"1,514,002",914.94,"1,655",Apr-19,MARGARET DRIVE,New Sale,Strata,85,"17,812",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,421,000",764.24,"1,859",Apr-19,STIRLING ROAD,New Sale,Strata,71,"20,014",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
KENT RIDGE HILL RESIDENCES,"1,348,000",796.54,"1,692",Apr-19,SOUTH BUONA VISTA ROAD,New Sale,Strata,74,"18,216",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
THE PEAK@BALMEG,"2,650,000","1,754.53","1,510",Apr-19,BALMEG HILL,Resale,Strata,163,"16,258",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,120,000",656.6,"1,706",Apr-19,STIRLING ROAD,New Sale,Strata,61,"18,361",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
KENT RIDGE HILL RESIDENCES,"965,000",645.84,"1,494",Apr-19,SOUTH BUONA VISTA ROAD,New Sale,Strata,60,"16,083",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
MARINA BAY RESIDENCES,"1,620,000",742.72,"2,181",Apr-19,MARINA BOULEVARD,Resale,Strata,69,"23,478",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,31 to 35
THE CREST,"1,820,600",904.18,"2,014",Apr-19,PRINCE CHARLES CRESCENT,Resale,Strata,84,"21,674",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
WESTCOVE CONDOMINIUM,"999,888","1,097.93",911,Apr-19,WEST COAST CRESCENT,Resale,Strata,102,"9,803",-,Condominium,1,99 yrs lease commencing from 1995,05,Outside Central Region,01 to 05
WHISTLER GRAND,"1,271,700",990.29,"1,284",Apr-19,WEST COAST VALE,New Sale,Strata,92,"13,823",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,06 to 10
SPOTTISWOODE 18,"853,000",387.5,"2,201",Apr-19,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"23,694",-,Apartment,1,Freehold,02,Rest of Central Region,26 to 30
HARBOUR VIEW TOWERS,"1,100,000",796.54,"1,381",Apr-19,TELOK BLANGAH DRIVE,Resale,Strata,74,"14,865",-,Condominium,1,99 yrs lease commencing from 1990,04,Rest of Central Region,21 to 25
KENT RIDGE HILL RESIDENCES,"1,297,890",785.77,"1,652",Apr-19,SOUTH BUONA VISTA ROAD,New Sale,Strata,73,"17,779",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
KENT RIDGE HILL RESIDENCES,"1,487,000",893.41,"1,664",Apr-19,SOUTH BUONA VISTA ROAD,New Sale,Strata,83,"17,916",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
THE TRILINQ,"1,520,148",936.47,"1,623",Apr-19,JALAN LEMPENG,Resale,Strata,87,"17,473",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,11 to 15
THE CREST,"1,680,000",807.3,"2,081",Apr-19,PRINCE CHARLES CRESCENT,Resale,Strata,75,"22,400",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
SELEGIE CENTRE,"120,000,000","40,655.63","2,952",Apr-19,SELEGIE ROAD,Resale,Strata,"3,777","31,771",-,Apartment,58,Freehold,07,Rest of Central Region,06 to 10
COMMONWEALTH TOWERS,"918,000",452.09,"2,031",Apr-19,COMMONWEALTH AVENUE,Resale,Strata,42,"21,857",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
THE INTERLACE,"1,540,000","1,044.11","1,475",Apr-19,DEPOT ROAD,Resale,Strata,97,"15,876",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,11 to 15
BLUE HORIZON,"980,000",936.47,"1,046",Apr-19,WEST COAST CRESCENT,Resale,Strata,87,"11,264",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,11 to 15
STIRLING RESIDENCES,"1,116,000",656.6,"1,700",Apr-19,STIRLING ROAD,New Sale,Strata,61,"18,295",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,683,000",979.52,"1,718",Apr-19,STIRLING ROAD,New Sale,Strata,91,"18,495",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,119,000",624.31,"1,792",Apr-19,STIRLING ROAD,New Sale,Strata,58,"19,293",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
STIRLING RESIDENCES,"1,112,000",656.6,"1,694",Apr-19,STIRLING ROAD,New Sale,Strata,61,"18,230",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
WHISTLER GRAND,"882,090",613.55,"1,438",Apr-19,WEST COAST VALE,New Sale,Strata,57,"15,475",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,11 to 15
WHISTLER GRAND,"1,372,950","1,065.64","1,288",Apr-19,WEST COAST VALE,New Sale,Strata,99,"13,868",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,06 to 10
WHISTLER GRAND,"1,106,460",764.24,"1,448",Apr-19,WEST COAST VALE,New Sale,Strata,71,"15,584",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,11 to 15
MARGARET VILLE,"1,396,696",828.83,"1,685",Apr-19,MARGARET DRIVE,New Sale,Strata,77,"18,139",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,183,000",624.31,"1,895",Apr-19,STIRLING ROAD,New Sale,Strata,58,"20,397",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,726,000",979.52,"1,762",Apr-19,STIRLING ROAD,New Sale,Strata,91,"18,967",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,415,000",764.24,"1,852",Apr-19,STIRLING ROAD,New Sale,Strata,71,"19,930",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
STIRLING RESIDENCES,"1,100,000",656.6,"1,675",Apr-19,STIRLING ROAD,New Sale,Strata,61,"18,033",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,323,000",764.24,"1,731",Apr-19,STIRLING ROAD,New Sale,Strata,71,"18,634",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,127,000",624.31,"1,805",Apr-19,STIRLING ROAD,New Sale,Strata,58,"19,431",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"2,457,000","1,345.5","1,826",Apr-19,STIRLING ROAD,New Sale,Strata,125,"19,656",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,336,000",678.13,"1,970",Apr-19,STIRLING ROAD,New Sale,Strata,63,"21,206",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,178,000",635.08,"1,855",Apr-19,STIRLING ROAD,New Sale,Strata,59,"19,966",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,607,000",882.65,"1,821",Apr-19,STIRLING ROAD,New Sale,Strata,82,"19,598",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
KENT RIDGE HILL RESIDENCES,"1,102,000",645.84,"1,706",Apr-19,SOUTH BUONA VISTA ROAD,New Sale,Strata,60,"18,367",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
THE STELLAR,"1,735,000","1,420.85","1,221",Apr-19,WEST COAST ROAD,Resale,Strata,132,"13,144",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
STIRLING RESIDENCES,"1,311,000",764.24,"1,715",Apr-19,STIRLING ROAD,New Sale,Strata,71,"18,465",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
THE ROCHESTER RESIDENCES,"2,500,000","1,948.28","1,283",Apr-19,ROCHESTER DRIVE,Resale,Strata,181,"13,812",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,11 to 15
CITY GATE,"1,350,000",678.13,"1,991",Apr-19,BEACH ROAD,Sub Sale,Strata,63,"21,429",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
KENT RIDGE HILL RESIDENCES,"1,461,000",882.65,"1,655",Apr-19,SOUTH BUONA VISTA ROAD,New Sale,Strata,82,"17,817",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
QUEENS,"1,530,000","1,184.04","1,292",Apr-19,STIRLING ROAD,Resale,Strata,110,"13,909",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,26 to 30
CLEMENTIWOODS CONDOMINIUM,"1,880,000","1,625.36","1,157",Apr-19,WEST COAST ROAD,Resale,Strata,151,"12,450",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
THE PARC CONDOMINIUM,"1,810,000","1,345.5","1,345",Apr-19,WEST COAST WALK,Resale,Strata,125,"14,480",-,Condominium,1,Freehold,05,Outside Central Region,21 to 25
WHISTLER GRAND,"1,189,890",764.24,"1,557",Apr-19,WEST COAST VALE,New Sale,Strata,71,"16,759",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,31 to 35
MARGARET VILLE,"1,775,172",968.76,"1,832",Apr-19,MARGARET DRIVE,New Sale,Strata,90,"19,724",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,671,000",979.52,"1,706",Apr-19,STIRLING ROAD,New Sale,Strata,91,"18,363",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
VARSITY PARK CONDOMINIUM,"1,740,000","1,614.6","1,078",Apr-19,WEST COAST ROAD,Resale,Strata,150,"11,600",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
STIRLING RESIDENCES,"1,075,000",624.31,"1,722",Apr-19,STIRLING ROAD,New Sale,Strata,58,"18,534",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
MARINA ONE RESIDENCES,"6,157,060","2,249.68","2,737",Apr-19,MARINA WAY,New Sale,Strata,209,"29,460",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,16 to 20
BLUE HORIZON,"1,200,000","1,151.75","1,042",Apr-19,WEST COAST CRESCENT,Resale,Strata,107,"11,215",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,06 to 10
SKYSUITES@ANSON,"1,200,000",699.66,"1,715",Apr-19,ENGGOR STREET,Resale,Strata,65,"18,462",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,21 to 25
THE CREST,"2,318,000","1,270.15","1,825",Apr-19,PRINCE CHARLES CRESCENT,Resale,Strata,118,"19,644",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,11 to 15
WHISTLER GRAND,"716,040",505.91,"1,415",Apr-19,WEST COAST VALE,New Sale,Strata,47,"15,235",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,06 to 10
