Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE MINTON,"1,750,000","1,506.96","1,161",Jan-24,HOUGANG STREET 11,Resale,Strata,140,"12,500",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
MABELLE,"1,428,888",882.65,"1,619",Jan-24,LORONG M TELOK KURAU,Resale,Strata,82,"17,425",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TERRASSE,"1,090,000",753.48,"1,447",Jan-24,TERRASSE LANE,Resale,Strata,70,"15,571",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
BAYSHORE PARK,"2,750,000","2,238.91","1,228",Jan-24,BAYSHORE ROAD,Resale,Strata,208,"13,221",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,26 to 30
THE GARDENS AT BISHAN,"1,300,000",882.65,"1,473",Jan-24,SIN MING WALK,Resale,Strata,82,"15,854",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,190,000",667.37,"1,783",Jan-24,HOUGANG AVENUE 2,Sub Sale,Strata,62,"19,194",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
HOUGANG GREEN,"790,000",764.24,"1,034",Jan-24,BUANGKOK GREEN,Resale,Strata,71,"11,127",-,Apartment,1,99 yrs lease commencing from 1994,19,Outside Central Region,01 to 05
PARC CENTROS,"1,740,000","1,140.98","1,525",Jan-24,PUNGGOL CENTRAL,Resale,Strata,106,"16,415",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
DAINTREE RESIDENCE,"1,550,000",742.72,"2,087",Jan-24,TOH TUCK ROAD,Resale,Strata,69,"22,464",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
D'NEST,"995,000",753.48,"1,321",Jan-24,PASIR RIS GROVE,Resale,Strata,70,"14,214",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"2,374,600","1,151.75","2,062",Jan-24,BROOKVALE DRIVE,New Sale,Strata,107,"22,193",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,11 to 15
THE LUXURIE,"1,120,000",731.95,"1,530",Jan-24,COMPASSVALE ROAD,Resale,Strata,68,"16,471",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
CARISSA PARK CONDOMINIUM,"788,000",645.84,"1,220",Jan-24,FLORA DRIVE,Resale,Strata,60,"13,133",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE CONTINUUM,"1,875,000",667.37,"2,810",Jan-24,THIAM SIEW AVENUE,New Sale,Strata,62,"30,242",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
THE SHORE RESIDENCES,"1,788,888",914.94,"1,955",Jan-24,AMBER ROAD,Resale,Strata,85,"21,046",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,06 to 10
DUNMAN VIEW,"1,750,000","1,173.28","1,492",Jan-24,HAIG ROAD,Resale,Strata,109,"16,055",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
GRANDEUR PARK RESIDENCES,"1,180,000",592.02,"1,993",Jan-24,BEDOK SOUTH AVENUE 3,Resale,Strata,55,"21,455",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
DAINTREE RESIDENCE,"1,550,000",753.48,"2,057",Jan-24,TOH TUCK ROAD,Resale,Strata,70,"22,143",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
COCO PALMS,"2,580,000","1,743.77","1,480",Jan-24,PASIR RIS GROVE,Resale,Strata,162,"15,926",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THE ESTA,"3,118,000","1,345.5","2,317",Jan-24,AMBER GARDENS,Resale,Strata,125,"24,944",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
THE LUXURIE,"1,460,000","1,011.82","1,443",Jan-24,COMPASSVALE ROAD,Resale,Strata,94,"15,532",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
ECO,"1,726,000","1,162.51","1,485",Jan-24,BEDOK SOUTH AVENUE 3,Resale,Strata,108,"15,981",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
GRAND DUNMAN,"2,055,000",775.01,"2,652",Jan-24,DUNMAN ROAD,New Sale,Strata,72,"28,542",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
THE CONTINUUM,"2,115,000",721.19,"2,933",Jan-24,THIAM SIEW AVENUE,New Sale,Strata,67,"31,567",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
PARC CENTROS,"1,145,000",764.24,"1,498",Jan-24,PUNGGOL CENTRAL,Resale,Strata,71,"16,127",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,700,000",936.47,"1,815",Jan-24,HOUGANG AVENUE 2,Sub Sale,Strata,87,"19,540",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"1,368,000",731.95,"1,869",Jan-24,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,68,"20,118",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
TANAH MERAH MANSION,"1,138,000",904.18,"1,259",Jan-24,TANAH MERAH KECHIL ROAD SOUTH,Resale,Strata,84,"13,548",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THE MINTON,"1,410,000",979.52,"1,439",Jan-24,HOUGANG STREET 11,Resale,Strata,91,"15,495",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
RIVERSOUND RESIDENCE,"1,000,000",753.48,"1,327",Jan-24,SENGKANG EAST AVENUE,Resale,Strata,70,"14,286",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE SANTORINI,"732,000",527.44,"1,388",Jan-24,TAMPINES STREET 86,Resale,Strata,49,"14,939",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
KEW GREEN,"3,150,000","3,584.41",879,Jan-24,KEW CRESCENT,Resale,Strata,333,"9,459",-,Condominium,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
VUE 8 RESIDENCE,"1,868,000","1,345.5","1,388",Jan-24,PASIR RIS HEIGHTS,Resale,Strata,125,"14,944",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
RIVERSOUND RESIDENCE,"990,000",753.48,"1,314",Jan-24,SENGKANG EAST AVENUE,Resale,Strata,70,"14,143",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
SKY EDEN@BEDOK,"2,254,000","1,087.16","2,073",Jan-24,BEDOK CENTRAL,New Sale,Strata,101,"22,317",-,Apartment,1,99 yrs lease commencing from 2022,16,Outside Central Region,01 to 05
GRAND DUNMAN,"1,880,000",721.19,"2,607",Jan-24,DUNMAN ROAD,New Sale,Strata,67,"28,060",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"4,395,000","1,786.82","2,460",Jan-24,DUNMAN ROAD,New Sale,Strata,166,"26,476",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
SKY EDEN@BEDOK,"2,359,000","1,087.16","2,170",Jan-24,BEDOK CENTRAL,New Sale,Strata,101,"23,356",-,Apartment,1,99 yrs lease commencing from 2022,16,Outside Central Region,11 to 15
MIDTOWN RESIDENCES,"1,850,000","1,291.68","1,432",Jan-24,UPPER SERANGOON ROAD,Resale,Strata,120,"15,417",-,Apartment,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
THE PALETTE,"723,000",505.91,"1,429",Jan-24,PASIR RIS GROVE,Resale,Strata,47,"15,383",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE PALETTE,"1,050,000",731.95,"1,435",Jan-24,PASIR RIS GROVE,Resale,Strata,68,"15,441",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
THE PROMENADE@PELIKAT,"1,088,000",807.3,"1,348",Jan-24,JALAN PELIKAT,Resale,Strata,75,"14,507",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
Q BAY RESIDENCES,"780,000",527.44,"1,479",Jan-24,TAMPINES STREET 86,Resale,Strata,49,"15,918",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
BOATHOUSE RESIDENCES,"970,000",731.95,"1,325",Jan-24,UPPER SERANGOON VIEW,Resale,Strata,68,"14,265",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE SANTORINI,"1,000,000",753.48,"1,327",Jan-24,TAMPINES STREET 86,Resale,Strata,70,"14,286",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
CENTRO RESIDENCES,"1,292,000",742.72,"1,740",Jan-24,ANG MO KIO AVENUE 8,Resale,Strata,69,"18,725",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,06 to 10
STRATUM,"800,000",592.02,"1,351",Jan-24,ELIAS ROAD,Resale,Strata,55,"14,545",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
CLEMENTI PARK,"2,900,000","1,754.53","1,653",Jan-24,SUNSET WAY,Resale,Strata,163,"17,791",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
BOATHOUSE RESIDENCES,"1,100,000",839.59,"1,310",Jan-24,UPPER SERANGOON VIEW,Resale,Strata,78,"14,103",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE SANTORINI,"770,000",527.44,"1,460",Jan-24,TAMPINES STREET 86,Resale,Strata,49,"15,714",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
THE PALETTE,"1,430,000","1,065.64","1,342",Jan-24,PASIR RIS GROVE,Resale,Strata,99,"14,444",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
THE TEMBUSU,"1,320,000",764.24,"1,727",Jan-24,TAMPINES ROAD,Resale,Strata,71,"18,592",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
TRILIVE,"2,000,080","1,162.51","1,720",Jan-24,TAMPINES ROAD,Resale,Strata,108,"18,519",-,Condominium,1,Freehold,19,Outside Central Region,06 to 10
D'NEST,"1,400,000",968.76,"1,445",Jan-24,PASIR RIS GROVE,Resale,Strata,90,"15,556",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
NEPTUNE COURT,"1,700,000","1,636.13","1,039",Jan-24,MARINE VISTA,Resale,Strata,152,"11,184",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,21 to 25
SUMMERHILL,"1,950,000","1,205.57","1,617",Jan-24,HUME AVENUE,Resale,Strata,112,"17,411",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
WATERTOWN,"955,000",602.78,"1,584",Jan-24,PUNGGOL CENTRAL,Resale,Strata,56,"17,054",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
CLEMENTI PARK,"2,200,000","1,345.5","1,635",Jan-24,SUNSET WAY,Resale,Strata,125,"17,600",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
BOATHOUSE RESIDENCES,"1,930,000","1,463.9","1,318",Jan-24,UPPER SERANGOON VIEW,Resale,Strata,136,"14,191",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
SUNGLADE,"1,238,000",818.06,"1,513",Jan-24,SERANGOON AVENUE 2,Resale,Strata,76,"16,289",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,11 to 15
EMPRADO SUITES,"1,680,000","1,054.87","1,593",Jan-24,LORONG N TELOK KURAU,Resale,Strata,98,"17,143",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,028,000",581.26,"1,769",Jan-24,TAMPINES LANE,Sub Sale,Strata,54,"19,037",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
THE WATERLINE,"2,130,000","1,496.2","1,424",Jan-24,POH HUAT ROAD WEST,Resale,Strata,139,"15,324",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
PASIR RIS 8,"1,934,000","1,022.58","1,891",Jan-24,PASIR RIS DRIVE 8,New Sale,Strata,95,"20,358",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"900,000",516.67,"1,742",Jan-24,HOUGANG AVENUE 7,Sub Sale,Strata,48,"18,750",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
LA FIESTA,"1,750,000","1,097.93","1,594",Jan-24,SENGKANG SQUARE,Resale,Strata,102,"17,157",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
PARC OLYMPIA,"925,000",796.54,"1,161",Jan-24,FLORA DRIVE,Resale,Strata,74,"12,500",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
RIVERVALE CREST,"1,400,000","1,367.03","1,024",Jan-24,RIVERVALE CRESCENT,Resale,Strata,127,"11,024",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
KENSINGTON PARK CONDOMINIUM,"3,250,000","2,238.91","1,452",Jan-24,KENSINGTON PARK DRIVE,Resale,Strata,208,"15,625",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05
HILLVIEW GREEN,"2,470,000","1,582.31","1,561",Jan-24,HUME AVENUE,Resale,Strata,147,"16,803",-,Condominium,1,999 yrs lease commencing from 1883,21,Outside Central Region,06 to 10
SPRING @ KATONG,"2,920,000","1,679.18","1,739",Jan-24,CEYLON ROAD,Resale,Strata,156,"18,718",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
VIEW AT KISMIS,"1,180,000",592.02,"1,993",Jan-24,LORONG KISMIS,Sub Sale,Strata,55,"21,455",-,Apartment,1,99 yrs lease commencing from 2019,21,Rest of Central Region,01 to 05
TREASURE AT TAMPINES,"2,988,000","1,689.95","1,768",Jan-24,TAMPINES LANE,Sub Sale,Strata,157,"19,032",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
PINETREE HILL,"2,001,520",796.54,"2,513",Jan-24,PINE GROVE,New Sale,Strata,74,"27,048",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25
HILLSIDE MANSIONS,"1,640,000","1,194.8","1,373",Jan-24,HILLSIDE DRIVE,Resale,Strata,111,"14,775",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
PARC OLYMPIA,"1,055,000","1,022.58","1,032",Jan-24,FLORA DRIVE,Resale,Strata,95,"11,105",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
LAGOON VIEW,"1,900,000","1,646.89","1,154",Jan-24,5000L,Resale,Strata,153,"12,418",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,11 to 15
SUITES @ EASTCOAST,"750,000",419.8,"1,787",Jan-24,UPPER EAST COAST ROAD,Resale,Strata,39,"19,231",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,240,000",721.19,"1,719",Jan-24,HOUGANG AVENUE 2,Sub Sale,Strata,67,"18,507",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
EDELWEISS PARK CONDOMINIUM,"990,000",947.23,"1,045",Jan-24,FLORA ROAD,Resale,Strata,88,"11,250",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
CASUARINA COVE,"2,260,000","1,388.56","1,628",Jan-24,TANJONG RHU ROAD,Resale,Strata,129,"17,519",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,11 to 15
PARC ELEGANCE,"968,000",602.78,"1,606",Jan-24,TELOK KURAU ROAD,Resale,Strata,56,"17,286",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE SCALA,"910,000",592.02,"1,537",Jan-24,SERANGOON AVENUE 3,Resale,Strata,55,"16,545",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
VILLA MARINA,"1,530,000","1,130.22","1,354",Jan-24,JALAN SEMPADAN,Resale,Strata,105,"14,571",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
THE ESTA,"3,680,000","1,593.07","2,310",Jan-24,AMBER GARDENS,Resale,Strata,148,"24,865",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
AQUARIUS BY THE PARK,"1,666,000","1,323.97","1,258",Jan-24,BEDOK RESERVOIR VIEW,Resale,Strata,123,"13,545",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,06 to 10
URBAN VISTA,"758,000",441.32,"1,718",Jan-24,TANAH MERAH KECHIL LINK,Resale,Strata,41,"18,488",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
THE CONTINUUM,"2,893,000","1,065.64","2,715",Jan-24,THIAM SIEW AVENUE,New Sale,Strata,99,"29,222",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
A TREASURE TROVE,"1,780,000","1,399.32","1,272",Jan-24,PUNGGOL WALK,Resale,Strata,130,"13,692",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
LIVIA,"1,050,000",914.94,"1,148",Jan-24,PASIR RIS GROVE,Resale,Strata,85,"12,353",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
EDELWEISS PARK CONDOMINIUM,"2,860,000","3,196.91",895,Jan-24,FLORA ROAD,Resale,Strata,297,"9,630",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
STARS OF KOVAN,"1,405,000",742.72,"1,892",Jan-24,UPPER SERANGOON ROAD,Resale,Strata,69,"20,362",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,06 to 10
THE SPRINGBLOOM,"2,250,000","1,431.61","1,572",Jan-24,SERANGOON AVENUE 3,Resale,Strata,133,"16,917",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,06 to 10
THE PROMENADE@PELIKAT,"1,080,000",925.7,"1,167",Jan-24,JALAN PELIKAT,Resale,Strata,86,"12,558",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
URBAN VISTA,"1,435,000","1,044.11","1,374",Jan-24,TANAH MERAH KECHIL LINK,Resale,Strata,97,"14,794",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"795,000",462.85,"1,718",Jan-24,TAMPINES LANE,Sub Sale,Strata,43,"18,488",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
LIVIA,"1,690,000","1,345.5","1,256",Jan-24,PASIR RIS GROVE,Resale,Strata,125,"13,520",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
COSTA DEL SOL,"2,100,000","1,323.97","1,586",Jan-24,BAYSHORE ROAD,Resale,Strata,123,"17,073",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,11 to 15
THE CASCADIA,"3,190,000","1,496.2","2,132",Jan-24,BUKIT TIMAH ROAD,Resale,Strata,139,"22,950",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
ARCHIPELAGO,"1,250,000",839.59,"1,489",Jan-24,BEDOK RESERVOIR ROAD,Resale,Strata,78,"16,026",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
CHANGI COURT,"1,120,000",839.59,"1,334",Jan-24,UPPER CHANGI ROAD EAST,Resale,Strata,78,"14,359",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
SKY VUE,"990,000",484.38,"2,044",Jan-24,BISHAN STREET 15,Resale,Strata,45,"22,000",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,31 to 35
SKY EDEN@BEDOK,"2,239,000","1,087.16","2,059",Jan-24,BEDOK CENTRAL,New Sale,Strata,101,"22,168",-,Apartment,1,99 yrs lease commencing from 2022,16,Outside Central Region,01 to 05
PASIR RIS 8,"2,269,000","1,302.44","1,742",Jan-24,PASIR RIS DRIVE 8,New Sale,Strata,121,"18,752",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,01 to 05
THE CONTINUUM,"2,515,000",947.23,"2,655",Jan-24,THIAM SIEW AVENUE,New Sale,Strata,88,"28,580",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PINETREE HILL,"2,351,000",968.76,"2,427",Jan-24,PINE GROVE,New Sale,Strata,90,"26,122",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20
ATLASSIA,"2,866,878","1,280.92","2,238",Jan-24,JOO CHIAT PLACE,New Sale,Strata,119,"24,091",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
MEYERHOUSE,"9,280,000","2,970.86","3,124",Jan-24,MEYER ROAD,Resale,Strata,276,"33,623",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
Q BAY RESIDENCES,"1,050,000",796.54,"1,318",Jan-24,TAMPINES STREET 86,Resale,Strata,74,"14,189",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE PALETTE,"1,510,000","1,173.28","1,287",Jan-24,PASIR RIS GROVE,Resale,Strata,109,"13,853",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
