Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
CHARISMA VIEW,"1,578,000","1,065.64","1,481",Jul-23,JALAN JURONG KECHIL,Resale,Strata,99,"15,939",-,Apartment,1,Freehold,21,Rest of Central Region,06 to 10
WATERTOWN,"2,010,000","1,216.33","1,653",Jul-23,PUNGGOL CENTRAL,Resale,Strata,113,"17,788",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE VANDERLINT,"788,000",462.85,"1,702",Jul-23,CEYLON ROAD,Resale,Strata,43,"18,326",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
JEWEL @ BUANGKOK,"2,178,000","1,356.26","1,606",Jul-23,COMPASSVALE BOW,Resale,Strata,126,"17,286",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE PANORAMA,"1,363,000",699.66,"1,948",Jul-23,ANG MO KIO AVENUE 2,Resale,Strata,65,"20,969",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,16 to 20
LA FIESTA,"1,930,000","1,367.03","1,412",Jul-23,SENGKANG SQUARE,Resale,Strata,127,"15,197",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
BAYSHORE PARK,"1,280,000",936.47,"1,367",Jul-23,BAYSHORE ROAD,Resale,Strata,87,"14,713",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
COSTA DEL SOL,"2,180,000","1,227.1","1,777",Jul-23,BAYSHORE ROAD,Resale,Strata,114,"19,123",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,21 to 25
PARC VERA,"1,665,000","1,140.98","1,459",Jul-23,HOUGANG STREET 32,Resale,Strata,106,"15,708",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,16 to 20
GRAND DUNMAN,"1,541,330",667.37,"2,310",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"24,860",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
ESTELLA GARDENS,"925,000",968.76,955,Jul-23,FLORA ROAD,Resale,Strata,90,"10,278",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,430,000",871.88,"1,640",Jul-23,HOUGANG AVENUE 7,Sub Sale,Strata,81,"17,654",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
RIVERSAILS,"1,140,000",882.65,"1,292",Jul-23,UPPER SERANGOON CRESCENT,Resale,Strata,82,"13,902",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
MY MANHATTAN,"1,260,000",871.88,"1,445",Jul-23,SIMEI STREET 3,Resale,Strata,81,"15,556",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,160,000",721.19,"1,608",Jul-23,HOUGANG AVENUE 7,Sub Sale,Strata,67,"17,313",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
PALMWOODS,"1,820,000","2,185.09",833,Jul-23,UPPER CHANGI ROAD,Resale,Strata,203,"8,966",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
THE PROMENADE@PELIKAT,"668,000",452.09,"1,478",Jul-23,JALAN PELIKAT,Resale,Strata,42,"15,905",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
LAKEVIEW ESTATE,"1,680,000","1,614.6","1,041",Jul-23,UPPER THOMSON ROAD,Resale,Strata,150,"11,200",-,Apartment,1,99 yrs lease commencing from 1977,20,Rest of Central Region,11 to 15
AFFINITY AT SERANGOON,"1,070,000",613.55,"1,744",Jul-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,57,"18,772",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
LAGUNA PARK,"1,800,000","1,453.14","1,239",Jul-23,MARINE PARADE ROAD,Resale,Strata,135,"13,333",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,11 to 15
JEWEL @ BUANGKOK,"1,210,000",731.95,"1,653",Jul-23,COMPASSVALE BOW,Resale,Strata,68,"17,794",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
SUITES @ EASTCOAST,"905,000",570.49,"1,586",Jul-23,UPPER EAST COAST ROAD,Resale,Strata,53,"17,075",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SYMPHONY HEIGHTS,"1,670,000",968.76,"1,724",Jul-23,HUME AVENUE,Resale,Strata,90,"18,556",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
THE CONTINUUM,"1,760,000",667.37,"2,637",Jul-23,THIAM SIEW AVENUE,New Sale,Strata,62,"28,387",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,107,000",775.01,"2,719",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"29,264",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
LIV @ MB,"3,177,000","1,302.44","2,439",Jul-23,ARTHUR ROAD,New Sale,Strata,121,"26,256",-,Condominium,1,99 yrs lease commencing from 2021,15,Rest of Central Region,06 to 10
LIV @ MB,"3,190,000","1,302.44","2,449",Jul-23,ARTHUR ROAD,New Sale,Strata,121,"26,364",-,Condominium,1,99 yrs lease commencing from 2021,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"2,832,000","1,119.46","2,530",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"27,231",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
THE QUINN,"1,420,000",818.06,"1,736",Jul-23,BARTLEY ROAD,Resale,Strata,76,"18,684",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE RESERVE RESIDENCES,"3,524,142","1,474.67","2,390",Jul-23,JALAN ANAK BUKIT,New Sale,Strata,137,"25,724",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"2,191,884",807.3,"2,715",Jul-23,JALAN ANAK BUKIT,New Sale,Strata,75,"29,225",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,26 to 30
ASPEN LOFT,"1,460,000","1,011.82","1,443",Jul-23,JOO CHIAT TERRACE,Resale,Strata,94,"15,532",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"3,663,000","1,431.61","2,559",Jul-23,DUNMAN ROAD,New Sale,Strata,133,"27,541",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
THE GLADES,"980,000",624.31,"1,570",Jul-23,BEDOK RISE,Resale,Strata,58,"16,897",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
THE CONTINUUM,"2,082,000",721.19,"2,887",Jul-23,THIAM SIEW AVENUE,New Sale,Strata,67,"31,075",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
THE CONTINUUM,"1,895,000",667.37,"2,840",Jul-23,THIAM SIEW AVENUE,New Sale,Strata,62,"30,565",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
PINETREE HILL,"1,625,000",699.66,"2,323",Jul-23,PINE GROVE,New Sale,Strata,65,"25,000",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10
GRAND DUNMAN,"1,129,000",452.09,"2,497",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"26,881",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,333,000",958,"2,435",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"26,213",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,240,000",452.09,"2,743",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,524",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
HILLVIEW GREEN,"2,400,000","1,528.49","1,570",Jul-23,HUME AVENUE,Resale,Strata,142,"16,901",-,Condominium,1,999 yrs lease commencing from 1883,21,Outside Central Region,01 to 05
OLA RESIDENCES,"2,248,000","1,442.38","1,559",Jul-23,MOUNTBATTEN ROAD,Resale,Strata,134,"16,776",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
AFFINITY AT SERANGOON,"1,130,000",624.31,"1,810",Jul-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,58,"19,483",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
SPRINGDALE CONDOMINIUM,"1,788,000","1,227.1","1,457",Jul-23,HINDHEDE WALK,Resale,Strata,114,"15,684",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"933,000",688.9,"1,354",Jul-23,UPPER SERANGOON VIEW,Resale,Strata,64,"14,578",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
STARS OF KOVAN,"900,000",516.67,"1,742",Jul-23,UPPER SERANGOON ROAD,Resale,Strata,48,"18,750",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
D'NEST,"970,000",753.48,"1,287",Jul-23,PASIR RIS GROVE,Resale,Strata,70,"13,857",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE SANTORINI,"970,000",731.95,"1,325",Jul-23,TAMPINES STREET 86,Resale,Strata,68,"14,265",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
THREE 11,"1,500,000",731.95,"2,049",Jul-23,UPPER THOMSON ROAD,Resale,Strata,68,"22,059",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
BOATHOUSE RESIDENCES,"1,050,000",839.59,"1,251",Jul-23,UPPER SERANGOON VIEW,Resale,Strata,78,"13,462",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
LAGUNA PARK,"2,080,000","1,614.6","1,288",Jul-23,MARINE PARADE ROAD,Resale,Strata,150,"13,867",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,16 to 20
HAIG RESIDENCES,"668,000",452.09,"1,478",Jul-23,HAIG ROAD,Resale,Strata,42,"15,905",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
CAVENDISH PARK,"1,250,000",925.7,"1,350",Jul-23,PINE GROVE,Resale,Strata,86,"14,535",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,01 to 05
BARTLEY RESIDENCES,"1,790,000","1,097.93","1,630",Jul-23,LORONG HOW SUN,Resale,Strata,102,"17,549",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
GRANDEUR 8,"1,648,888","1,227.1","1,344",Jul-23,ANG MO KIO CENTRAL 3,Resale,Strata,114,"14,464",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"1,512,000",850.36,"1,778",Jul-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,79,"19,139",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,615,000","1,033.34","1,563",Jul-23,TAMPINES LANE,Sub Sale,Strata,96,"16,823",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
BAYSHORE PARK,"1,250,000",936.47,"1,335",Jul-23,BAYSHORE ROAD,Resale,Strata,87,"14,368",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
JARDIN,"3,350,000","1,819.12","1,842",Jul-23,DUNEARN ROAD,Resale,Strata,169,"19,822",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,927,000",775.01,"2,486",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"26,764",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,150,000",452.09,"2,544",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"27,381",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,716,000",667.37,"2,571",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"27,677",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,820,000","1,119.46","2,519",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"27,115",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,752,000",667.37,"2,625",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"28,258",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"1,227,000",452.09,"2,714",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,214",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,047,000",775.01,"2,641",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"28,431",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,233,000",452.09,"2,727",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,357",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,239,000",452.09,"2,741",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,500",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,245,000",452.09,"2,754",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,643",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,400,000",548.96,"2,550",Jul-23,DUNMAN ROAD,New Sale,Strata,51,"27,451",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,710,000",667.37,"2,562",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"27,581",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,710,000",667.37,"2,562",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"27,581",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,400,000",548.96,"2,550",Jul-23,DUNMAN ROAD,New Sale,Strata,51,"27,451",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,405,000",548.96,"2,559",Jul-23,DUNMAN ROAD,New Sale,Strata,51,"27,549",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,746,000",667.37,"2,616",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"28,161",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,746,000",667.37,"2,616",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"28,161",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,313,000",958,"2,414",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"25,989",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"3,480,000","1,431.61","2,431",Jul-23,DUNMAN ROAD,New Sale,Strata,133,"26,165",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"2,608,000","1,054.87","2,472",Jul-23,DUNMAN ROAD,New Sale,Strata,98,"26,612",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"2,343,000",958,"2,446",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"26,326",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"1,800,000",667.37,"2,697",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"29,032",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"2,349,000",958,"2,452",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"26,393",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,886,000","1,119.46","2,578",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"27,750",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,812,000",667.37,"2,715",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"29,226",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,812,000",667.37,"2,715",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"29,226",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"3,522,000","1,431.61","2,460",Jul-23,DUNMAN ROAD,New Sale,Strata,133,"26,481",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,355,000",958,"2,458",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"26,461",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,910,000","1,119.46","2,599",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"27,981",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,367,000",958,"2,471",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"26,596",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,373,000",958,"2,477",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"26,663",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,872,000",667.37,"2,805",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"30,194",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"2,958,000","1,119.46","2,642",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"28,442",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"2,380,000",979.52,"2,430",Jul-23,DUNMAN ROAD,New Sale,Strata,91,"26,154",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,628,000",667.37,"2,439",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"26,258",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,313,000",936.47,"2,470",Jul-23,DUNMAN ROAD,New Sale,Strata,87,"26,586",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,033,000",775.01,"2,623",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"28,236",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"2,388,000",958,"2,493",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"26,831",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"1,693,000",667.37,"2,537",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"27,306",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"2,105,000",775.01,"2,716",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"29,236",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,105,000",775.01,"2,716",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"29,236",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,117,000",775.01,"2,732",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"29,403",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"3,042,000","1,119.46","2,717",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"29,250",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"1,735,000",667.37,"2,600",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"27,984",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"1,916,000",893.41,"2,145",Jul-23,DUNMAN ROAD,New Sale,Strata,83,"23,084",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"2,357,000",979.52,"2,406",Jul-23,DUNMAN ROAD,New Sale,Strata,91,"25,901",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,027,000",775.01,"2,615",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"28,153",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,039,000",775.01,"2,631",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"28,319",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"3,103,000","1,291.68","2,402",Jul-23,DUNMAN ROAD,New Sale,Strata,120,"25,858",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,635,000",667.37,"2,450",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"26,371",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,647,000",667.37,"2,468",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"26,565",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"3,711,000","1,431.61","2,592",Jul-23,DUNMAN ROAD,New Sale,Strata,133,"27,902",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"3,723,000","1,431.61","2,601",Jul-23,DUNMAN ROAD,New Sale,Strata,133,"27,992",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"5,116,000","2,131.27","2,400",Jul-23,DUNMAN ROAD,New Sale,Strata,198,"25,838",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"5,188,000","2,131.27","2,434",Jul-23,DUNMAN ROAD,New Sale,Strata,198,"26,202",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"5,200,000","2,131.27","2,440",Jul-23,DUNMAN ROAD,New Sale,Strata,198,"26,263",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"3,069,544","1,162.51","2,640",Jul-23,JALAN ANAK BUKIT,New Sale,Strata,108,"28,422",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
PINETREE HILL,"1,924,000",796.54,"2,415",Jul-23,PINE GROVE,New Sale,Strata,74,"26,000",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10
PINETREE HILL,"1,828,000",764.24,"2,392",Jul-23,PINE GROVE,New Sale,Strata,71,"25,746",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20
GRAND DUNMAN,"2,256,000",958,"2,355",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"25,348",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,705,000","1,119.46","2,416",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"26,010",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,261,000",958,"2,360",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"25,404",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,364,000",548.96,"2,485",Jul-23,DUNMAN ROAD,New Sale,Strata,51,"26,745",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,394,000",548.96,"2,539",Jul-23,DUNMAN ROAD,New Sale,Strata,51,"27,333",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,735,000","1,119.46","2,443",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"26,298",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"2,583,000","1,044.11","2,474",Jul-23,DUNMAN ROAD,New Sale,Strata,97,"26,629",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"2,296,000",958,"2,397",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"25,798",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"2,321,000",958,"2,423",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"26,079",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"2,771,000","1,119.46","2,475",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"26,644",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,327,000",958,"2,429",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"26,146",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,228,000",452.09,"2,716",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,238",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,357,000",958,"2,460",Jul-23,DUNMAN ROAD,New Sale,Strata,89,"26,483",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"1,246,000",452.09,"2,756",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,667",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"2,124,000","1,001.05","2,122",Jul-23,DUNMAN ROAD,New Sale,Strata,93,"22,839",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"2,700,000","1,119.46","2,412",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"25,962",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,236,000",925.7,"2,415",Jul-23,DUNMAN ROAD,New Sale,Strata,86,"26,000",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,348,000",548.96,"2,456",Jul-23,DUNMAN ROAD,New Sale,Strata,51,"26,431",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,164,000",452.09,"2,575",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"27,714",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,935,000",775.01,"2,497",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"26,875",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
